,Zip Code,GO Highest Offense Desc,UCR Description
7672,78723.0,AGG ASSAULT                   ,Agg Assault
7673,78757.0,BURGLARY OF VEHICLE           ,Theft
7674,78723.0,BURGLARY OF RESIDENCE         ,Burglary
7675,78754.0,THEFT                         ,Theft
7676,78744.0,BURGLARY OF VEHICLE           ,Theft
7677,78617.0,AUTO THEFT                    ,Auto Theft
7678,78741.0,AGG ASSAULT                   ,Agg Assault
7679,78744.0,AUTO THEFT                    ,Auto Theft
7680,78723.0,AUTO THEFT                    ,Auto Theft
7681,78701.0,THEFT                         ,Theft
7682,78704.0,ROBBERY BY ASSAULT            ,Robbery
7683,78735.0,AGG ASSAULT FAM/DATE VIOLENCE ,Agg Assault
7684,78741.0,AUTO THEFT                    ,Auto Theft
7685,78723.0,BURGLARY NON RESIDENCE        ,Burglary
7686,78731.0,AGG ASSAULT FAM/DATE VIOLENCE ,Agg Assault
7687,78741.0,BURGLARY OF RESIDENCE         ,Burglary
7688,78723.0,BURGLARY OF RESIDENCE         ,Burglary
7689,78752.0,BURGLARY OF VEHICLE           ,Theft
7690,78758.0,AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault
7691,78748.0,AUTO THEFT                    ,Auto Theft
7692,78753.0,BURGLARY OF VEHICLE           ,Theft
7693,78759.0,AUTO THEFT                    ,Auto Theft
7694,78741.0,BURGLARY OF VEHICLE           ,Theft
7695,78741.0,BURGLARY OF RESIDENCE         ,Burglary
7696,78758.0,THEFT                         ,Theft
7697,78753.0,THEFT BY SHOPLIFTING          ,Theft
7698,78701.0,THEFT FROM PERSON             ,Theft
7699,78758.0,BURGLARY OF VEHICLE           ,Theft
7700,78752.0,THEFT                         ,Theft
7701,78758.0,THEFT BY SHOPLIFTING          ,Theft
7702,78748.0,THEFT BY SHOPLIFTING          ,Theft
7703,78754.0,BURGLARY OF RESIDENCE         ,Burglary
7704,78736.0,BURGLARY OF RESIDENCE         ,Burglary
7705,78702.0,AGG ASSAULT WITH MOTOR VEH    ,Agg Assault
7706,78613.0,THEFT                         ,Theft
7707,78735.0,AGG ASSAULT                   ,Agg Assault
7708,78744.0,AGG ASSAULT WITH MOTOR VEH    ,Agg Assault
7709,78727.0,THEFT                         ,Theft
7710,78754.0,AUTO THEFT                    ,Auto Theft
7711,78741.0,AUTO THEFT                    ,Auto Theft
7712,78758.0,DEADLY CONDUCT                ,Agg Assault
7713,78741.0,THEFT                         ,Theft
7714,78753.0,BURGLARY OF RESIDENCE         ,Burglary
7715,78744.0,AGG SEXUAL ASSAULT CHILD/OBJEC,Rape
7716,78752.0,AUTO THEFT                    ,Auto Theft
7717,78759.0,BURGLARY OF VEHICLE           ,Theft
7718,78704.0,THEFT OF BICYCLE              ,Theft
7719,78704.0,THEFT                         ,Theft
7720,78747.0,BURGLARY OF VEHICLE           ,Theft
7721,78748.0,THEFT                         ,Theft
7722,78744.0,BURGLARY OF VEHICLE           ,Theft
7723,78758.0,BURGLARY OF VEHICLE           ,Theft
7724,78753.0,THEFT                         ,Theft
7725,78729.0,BURGLARY OF VEHICLE           ,Theft
7726,78704.0,BURGLARY OF VEHICLE           ,Theft
7727,78701.0,THEFT                         ,Theft
7728,78758.0,BURGLARY OF VEHICLE           ,Theft
7729,78744.0,BURGLARY OF VEHICLE           ,Theft
7730,78736.0,BURGLARY OF VEHICLE           ,Theft
7731,78736.0,BURGLARY OF VEHICLE           ,Theft
7732,78741.0,THEFT                         ,Theft
7733,78702.0,BURGLARY OF VEHICLE           ,Theft
7734,78727.0,BURGLARY OF VEHICLE           ,Theft
7735,78746.0,THEFT                         ,Theft
7736,78745.0,BURGLARY OF VEHICLE           ,Theft
7737,78729.0,THEFT                         ,Theft
7738,78744.0,BURGLARY OF VEHICLE           ,Theft
7739,78702.0,THEFT                         ,Theft
7740,78757.0,THEFT                         ,Theft
7741,78735.0,BURGLARY OF VEHICLE           ,Theft
7742,78758.0,THEFT                         ,Theft
7743,78741.0,BURGLARY OF VEHICLE           ,Theft
7744,78702.0,THEFT                         ,Theft
7745,78705.0,BURGLARY OF VEHICLE           ,Theft
7746,78741.0,THEFT                         ,Theft
7747,78748.0,THEFT                         ,Theft
7748,78758.0,THEFT BY SHOPLIFTING          ,Theft
7749,78756.0,THEFT OF BICYCLE              ,Theft
7750,78744.0,BURGLARY OF VEHICLE           ,Theft
7751,78744.0,THEFT BY SHOPLIFTING          ,Theft
7752,78701.0,THEFT FROM PERSON             ,Theft
7753,78744.0,THEFT BY SHOPLIFTING          ,Theft
7754,78702.0,BURGLARY OF VEHICLE           ,Theft
7755,78759.0,BURGLARY OF VEHICLE           ,Theft
7756,78721.0,THEFT                         ,Theft
7757,78721.0,THEFT                         ,Theft
7758,78748.0,THEFT BY SHOPLIFTING          ,Theft
7759,78704.0,BURGLARY OF VEHICLE           ,Theft
7760,78702.0,BURGLARY OF VEHICLE           ,Theft
7761,78723.0,THEFT                         ,Theft
7762,78753.0,THEFT                         ,Theft
7763,78753.0,THEFT                         ,Theft
7764,78744.0,BURGLARY OF VEHICLE           ,Theft
7765,78741.0,BURGLARY OF VEHICLE           ,Theft
7766,78724.0,THEFT                         ,Theft
7767,78701.0,AGG ASSAULT                   ,Agg Assault
7768,78749.0,AUTO THEFT                    ,Auto Theft
7769,78745.0,BURGLARY OF RESIDENCE         ,Burglary
7770,78723.0,BURGLARY OF RESIDENCE         ,Burglary
7771,78701.0,THEFT                         ,Theft
7772,78748.0,AUTO THEFT                    ,Auto Theft
7773,78731.0,AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault
7774,78724.0,BURGLARY NON RESIDENCE        ,Burglary
7775,78751.0,BURGLARY NON RESIDENCE        ,Burglary
7776,78754.0,AUTO THEFT                    ,Auto Theft
7777,78704.0,THEFT OF TRAILER              ,Theft
7778,78752.0,BURGLARY NON RESIDENCE        ,Burglary
7779,78729.0,BURGLARY NON RESIDENCE        ,Burglary
7780,78703.0,AUTO THEFT                    ,Auto Theft
7781,78753.0,THEFT                         ,Theft
7782,78745.0,BURGLARY OF RESIDENCE         ,Burglary
7783,78701.0,THEFT                         ,Theft
7784,78744.0,BURGLARY OF VEHICLE           ,Theft
7785,78723.0,THEFT                         ,Theft
7786,78741.0,AGG ROBBERY/DEADLY WEAPON     ,Robbery
7787,78749.0,AUTO THEFT                    ,Auto Theft
7788,78753.0,THEFT                         ,Theft
7789,78749.0,AUTO THEFT                    ,Auto Theft
7790,78704.0,BURGLARY OF RESIDENCE         ,Burglary
7791,78741.0,THEFT BY SHOPLIFTING          ,Theft
7792,78704.0,BURGLARY OF RESIDENCE         ,Burglary
7793,78744.0,BURGLARY OF VEHICLE           ,Theft
7794,78754.0,BURGLARY OF RESIDENCE         ,Burglary
7795,78741.0,BURGLARY OF RESIDENCE         ,Burglary
7796,78753.0,THEFT BY SHOPLIFTING          ,Theft
7797,,RAPE                          ,Rape
7798,78745.0,AUTO THEFT                    ,Auto Theft
7799,78727.0,AGG ASSAULT                   ,Agg Assault
7800,78748.0,RAPE                          ,Rape
7801,78745.0,BURGLARY OF RESIDENCE         ,Burglary
7802,78758.0,BURGLARY OF RESIDENCE         ,Burglary
7803,78753.0,THEFT BY SHOPLIFTING          ,Theft
7804,78704.0,THEFT                         ,Theft
7805,78757.0,BURGLARY OF RESIDENCE         ,Burglary
7806,78748.0,THEFT                         ,Theft
7807,78741.0,BURGLARY OF RESIDENCE         ,Burglary
7808,78729.0,AUTO THEFT                    ,Auto Theft
7809,78748.0,THEFT                         ,Theft
7810,78744.0,THEFT                         ,Theft
7811,78741.0,THEFT                         ,Theft
7812,78757.0,BURGLARY OF RESIDENCE         ,Burglary
7813,78759.0,BURGLARY OF RESIDENCE         ,Burglary
7814,78753.0,BURGLARY OF RESIDENCE         ,Burglary
7815,78754.0,BURGLARY OF RESIDENCE         ,Burglary
7816,78758.0,BURGLARY OF RESIDENCE         ,Burglary
7817,78723.0,THEFT                         ,Theft
7818,78727.0,THEFT BY SHOPLIFTING          ,Theft
7819,78723.0,THEFT FROM AUTO               ,Theft
7820,78744.0,BURGLARY OF VEHICLE           ,Theft
7821,78741.0,THEFT                         ,Theft
7823,78726.0,BURGLARY OF VEHICLE           ,Theft
7824,78749.0,BURGLARY OF VEHICLE           ,Theft
7825,78741.0,THEFT OF BICYCLE              ,Theft
7826,78744.0,THEFT                         ,Theft
7827,78758.0,BURGLARY OF VEHICLE           ,Theft
7828,78758.0,THEFT                         ,Theft
7830,78701.0,THEFT                         ,Theft
7831,78741.0,THEFT                         ,Theft
7832,78751.0,THEFT OF BICYCLE              ,Theft
7833,78701.0,THEFT OF BICYCLE              ,Theft
7834,78702.0,BURGLARY OF VEHICLE           ,Theft
7835,78745.0,THEFT                         ,Theft
7836,78744.0,THEFT                         ,Theft
7837,78753.0,BURGLARY OF VEHICLE           ,Theft
7838,78701.0,THEFT                         ,Theft
7839,78701.0,THEFT                         ,Theft
7840,78753.0,BURGLARY OF VEHICLE           ,Theft
7841,78723.0,THEFT BY SHOPLIFTING          ,Theft
7842,78745.0,THEFT                         ,Theft
7843,78701.0,THEFT FROM BUILDING           ,Theft
7844,78704.0,THEFT FROM AUTO               ,Theft
7845,78758.0,THEFT BY SHOPLIFTING          ,Theft
7846,78750.0,BURGLARY OF VEHICLE           ,Theft
7847,78702.0,THEFT                         ,Theft
7848,78757.0,THEFT                         ,Theft
7849,78758.0,THEFT                         ,Theft
7850,78752.0,THEFT                         ,Theft
7851,78723.0,THEFT BY SHOPLIFTING          ,Theft
7852,78704.0,THEFT                         ,Theft
7853,78759.0,THEFT FROM AUTO               ,Theft
7854,78701.0,THEFT FROM BUILDING           ,Theft
7855,78719.0,THEFT                         ,Theft
7856,78705.0,THEFT                         ,Theft
7857,78701.0,THEFT OF BICYCLE              ,Theft
7858,78724.0,THEFT                         ,Theft
7859,78702.0,THEFT                         ,Theft
7860,78705.0,THEFT                         ,Theft
7861,78758.0,THEFT                         ,Theft
7862,78704.0,THEFT FROM BUILDING           ,Theft
7863,78704.0,THEFT FROM BUILDING           ,Theft
7864,78749.0,BURGLARY OF VEHICLE           ,Theft
7865,78704.0,THEFT OF BICYCLE              ,Theft
7866,78758.0,THEFT BY SHOPLIFTING          ,Theft
7867,78745.0,AGG ASSAULT                   ,Agg Assault
7868,78758.0,THEFT FROM PERSON             ,Theft
7869,78741.0,AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault
7870,78741.0,ROBBERY BY ASSAULT            ,Robbery
7871,78705.0,AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault
7872,78729.0,AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault
7873,78741.0,AGG ROBBERY/DEADLY WEAPON     ,Robbery
7874,78701.0,THEFT FROM PERSON             ,Theft
7875,78701.0,THEFT                         ,Theft
7876,78744.0,AUTO THEFT                    ,Auto Theft
7877,78705.0,AGG ASSAULT                   ,Agg Assault
7878,78741.0,BURGLARY OF VEHICLE           ,Theft
7879,78702.0,BURGLARY NON RESIDENCE        ,Burglary
7880,78702.0,AGG ROBBERY/DEADLY WEAPON     ,Robbery
7881,78758.0,AGG ASSAULT                   ,Agg Assault
7882,78751.0,AGG ASSAULT                   ,Agg Assault
7883,78702.0,BURGLARY NON RESIDENCE        ,Burglary
7884,78701.0,BURGLARY OF VEHICLE           ,Theft
7885,78723.0,BURGLARY OF RESIDENCE         ,Burglary
7886,78753.0,AUTO THEFT                    ,Auto Theft
7887,78736.0,BURGLARY OF RESIDENCE         ,Burglary
7888,78729.0,BURG NON RESIDENCE SHEDS      ,Burglary
7889,78753.0,AUTO THEFT                    ,Auto Theft
7890,78702.0,BURG NON RESIDENCE SHEDS      ,Burglary
7891,78701.0,THEFT FROM PERSON             ,Theft
7892,78758.0,AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault
7893,78701.0,THEFT                         ,Theft
7894,78701.0,ROBBERY BY THREAT             ,Robbery
7895,78613.0,THEFT BY SHOPLIFTING          ,Theft
7896,78753.0,BURGLARY OF VEHICLE           ,Theft
7897,78756.0,THEFT                         ,Theft
7898,78723.0,THEFT BY SHOPLIFTING          ,Theft
7899,78751.0,BURGLARY NON RESIDENCE        ,Burglary
7900,78741.0,AUTO THEFT                    ,Auto Theft
7901,78753.0,THEFT                         ,Theft
7902,78702.0,BURG NON RESIDENCE SHEDS      ,Burglary
7903,78745.0,BURGLARY OF RESIDENCE         ,Burglary
7904,78723.0,ROBBERY BY ASSAULT            ,Robbery
7905,78758.0,THEFT                         ,Theft
7906,78746.0,THEFT BY SHOPLIFTING          ,Theft
7907,78749.0,THEFT BY SHOPLIFTING          ,Theft
7908,78748.0,AUTO THEFT                    ,Auto Theft
7909,78759.0,THEFT BY SHOPLIFTING          ,Theft
7910,78745.0,AGG ASSAULT FAM/DATE VIOLENCE ,Agg Assault
7911,78701.0,ROBBERY BY ASSAULT            ,Robbery
7912,78722.0,AGG ASSAULT                   ,Agg Assault
7913,78752.0,THEFT                         ,Theft
7914,78744.0,BURGLARY OF RESIDENCE         ,Burglary
7915,78753.0,THEFT BY SHOPLIFTING          ,Theft
7916,78723.0,THEFT BY SHOPLIFTING          ,Theft
7917,78759.0,THEFT BY SHOPLIFTING          ,Theft
7918,78704.0,AUTO THEFT                    ,Auto Theft
7919,78704.0,BURGLARY OF RESIDENCE         ,Burglary
7920,78753.0,THEFT BY SHOPLIFTING          ,Theft
7921,78741.0,THEFT                         ,Theft
7922,78752.0,AGG ASSAULT                   ,Agg Assault
7923,78727.0,BURGLARY OF RESIDENCE         ,Burglary
7924,78753.0,THEFT                         ,Theft
7925,78701.0,THEFT FROM PERSON             ,Theft
7926,78748.0,BURGLARY OF RESIDENCE         ,Burglary
7927,78744.0,BURGLARY OF VEHICLE           ,Theft
7928,78723.0,THEFT FROM PERSON             ,Theft
7929,78704.0,BURGLARY OF VEHICLE           ,Theft
7930,78701.0,THEFT                         ,Theft
7931,78704.0,THEFT                         ,Theft
7932,78758.0,BURGLARY OF VEHICLE           ,Theft
7933,78759.0,THEFT FROM AUTO               ,Theft
7934,78704.0,THEFT                         ,Theft
7935,78759.0,BURGLARY OF VEHICLE           ,Theft
7936,78704.0,THEFT                         ,Theft
7937,78749.0,THEFT                         ,Theft
7938,78739.0,BURGLARY OF VEHICLE           ,Theft
7939,78723.0,THEFT                         ,Theft
7940,78745.0,BURGLARY OF VEHICLE           ,Theft
7941,78750.0,BURGLARY OF VEHICLE           ,Theft
7942,78701.0,THEFT                         ,Theft
7943,78757.0,BURGLARY OF VEHICLE           ,Theft
7944,78701.0,THEFT                         ,Theft
7945,78701.0,THEFT                         ,Theft
7946,78759.0,THEFT                         ,Theft
7947,78752.0,BURGLARY OF VEHICLE           ,Theft
7948,78744.0,THEFT                         ,Theft
7949,78724.0,BURGLARY OF VEHICLE           ,Theft
7950,78702.0,BURGLARY OF VEHICLE           ,Theft
7951,78748.0,THEFT                         ,Theft
7952,78741.0,THEFT OF BICYCLE              ,Theft
7953,78753.0,BURGLARY OF VEHICLE           ,Theft
7954,78701.0,THEFT                         ,Theft
7955,78717.0,THEFT BY SHOPLIFTING          ,Theft
7956,78701.0,THEFT                         ,Theft
7957,78701.0,THEFT                         ,Theft
7958,78758.0,THEFT                         ,Theft
7959,78701.0,THEFT                         ,Theft
7960,78751.0,THEFT                         ,Theft
7961,78748.0,BURGLARY OF VEHICLE           ,Theft
7962,78702.0,THEFT OF BICYCLE              ,Theft
7963,78752.0,THEFT OF LICENSE PLATE        ,Theft
7964,78759.0,THEFT OF LICENSE PLATE        ,Theft
7965,78752.0,THEFT                         ,Theft
7966,78721.0,THEFT                         ,Theft
7967,78754.0,THEFT                         ,Theft
7968,78613.0,THEFT BY SHOPLIFTING          ,Theft
7969,78748.0,BURGLARY OF VEHICLE           ,Theft
7970,78748.0,THEFT BY SHOPLIFTING          ,Theft
7971,78702.0,THEFT                         ,Theft
7972,78702.0,THEFT                         ,Theft
7973,78701.0,THEFT                         ,Theft
7974,78727.0,THEFT                         ,Theft
7975,78744.0,THEFT OF AUTO PARTS           ,Theft
7976,78701.0,BURGLARY OF VEHICLE           ,Theft
7977,78705.0,THEFT                         ,Theft
7978,78705.0,THEFT                         ,Theft
7979,78705.0,BURGLARY OF VEHICLE           ,Theft
7980,78729.0,THEFT BY SHOPLIFTING          ,Theft
7981,78752.0,BURGLARY OF VEHICLE           ,Theft
7982,78701.0,THEFT                         ,Theft
7983,78741.0,THEFT                         ,Theft
7984,78701.0,THEFT                         ,Theft
7985,78721.0,THEFT                         ,Theft
7986,78704.0,THEFT OF BICYCLE              ,Theft
7987,78701.0,THEFT FROM BUILDING           ,Theft
7988,78741.0,AUTO THEFT                    ,Auto Theft
7989,78744.0,BURGLARY OF VEHICLE           ,Theft
7990,78717.0,AGG ASSAULT                   ,Agg Assault
7991,78701.0,BURGLARY OF VEHICLE           ,Theft
7992,78757.0,AUTO THEFT                    ,Auto Theft
7993,78701.0,AGG ASSAULT                   ,Agg Assault
7994,78758.0,BURGLARY NON RESIDENCE        ,Burglary
7995,78702.0,BURGLARY OF VEHICLE           ,Theft
7996,78702.0,AUTO THEFT                    ,Auto Theft
7997,78745.0,BURGLARY OF RESIDENCE         ,Burglary
7998,78702.0,BURGLARY OF VEHICLE           ,Theft
7999,78723.0,BURGLARY OF VEHICLE           ,Theft
8000,78758.0,AGG ASSAULT                   ,Agg Assault
8001,78753.0,BURGLARY OF VEHICLE           ,Theft
8002,78702.0,THEFT                         ,Theft
8003,78752.0,THEFT                         ,Theft
8004,78751.0,BURGLARY OF RESIDENCE         ,Burglary
8005,78753.0,AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault
8006,78741.0,AUTO THEFT                    ,Auto Theft
8007,78701.0,AUTO THEFT                    ,Auto Theft
8008,78701.0,THEFT BY SHOPLIFTING          ,Theft
8009,78702.0,BURGLARY NON RESIDENCE        ,Burglary
8010,78741.0,AUTO THEFT                    ,Auto Theft
8011,78758.0,THEFT OF BICYCLE              ,Theft
8012,78741.0,BURGLARY OF RESIDENCE         ,Burglary
8013,78752.0,SEXUAL ASSAULT W/ OBJECT      ,Rape
8014,78702.0,BURGLARY NON RESIDENCE        ,Burglary
8015,78744.0,THEFT                         ,Theft
8016,78748.0,THEFT BY SHOPLIFTING          ,Theft
8017,78753.0,THEFT OF TRAILER              ,Theft
8018,78758.0,BURGLARY OF RESIDENCE         ,Burglary
8019,78735.0,AUTO THEFT                    ,Auto Theft
8020,78741.0,THEFT OF BICYCLE              ,Theft
8021,78758.0,THEFT                         ,Theft
8022,78758.0,BURGLARY OF RESIDENCE         ,Burglary
8023,78758.0,BURGLARY OF RESIDENCE         ,Burglary
8024,78757.0,AUTO THEFT                    ,Auto Theft
8025,78745.0,ROBBERY BY ASSAULT            ,Robbery
8026,78702.0,ROBBERY BY ASSAULT            ,Robbery
8027,78744.0,BURGLARY NON RESIDENCE        ,Burglary
8028,78701.0,AUTO THEFT                    ,Auto Theft
8029,78723.0,THEFT BY SHOPLIFTING          ,Theft
8030,78745.0,THEFT FROM PERSON             ,Theft
8031,78741.0,THEFT                         ,Theft
8032,78757.0,AUTO THEFT                    ,Auto Theft
8033,78701.0,THEFT                         ,Theft
8034,78723.0,AGG ASSAULT                   ,Agg Assault
8035,78724.0,BURGLARY OF VEHICLE           ,Theft
8036,78702.0,BURGLARY OF VEHICLE           ,Theft
8037,78701.0,THEFT FROM PERSON             ,Theft
8038,78745.0,THEFT                         ,Theft
8039,78745.0,AGG ROBBERY/DEADLY WEAPON     ,Robbery
8040,78758.0,THEFT FROM PERSON             ,Theft
8041,78723.0,THEFT                         ,Theft
8042,78741.0,AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault
8043,78758.0,AGG ASSAULT                   ,Agg Assault
8044,78723.0,BURGLARY OF RESIDENCE         ,Burglary
8045,78759.0,BURGLARY OF VEHICLE           ,Theft
8046,78754.0,THEFT                         ,Theft
8047,78753.0,THEFT                         ,Theft
8048,78741.0,BURGLARY OF VEHICLE           ,Theft
8049,78724.0,BURGLARY OF VEHICLE           ,Theft
8050,78753.0,BURGLARY OF VEHICLE           ,Theft
8051,78744.0,BURGLARY OF VEHICLE           ,Theft
8052,78702.0,BURGLARY OF VEHICLE           ,Theft
8053,78727.0,BURGLARY OF VEHICLE           ,Theft
8054,78754.0,BURGLARY OF VEHICLE           ,Theft
8055,78741.0,BURGLARY OF VEHICLE           ,Theft
8056,78741.0,BURGLARY OF VEHICLE           ,Theft
8057,78701.0,THEFT                         ,Theft
8058,78704.0,THEFT                         ,Theft
8059,78701.0,POCKET PICKING                ,Theft
8060,78753.0,THEFT BY SHOPLIFTING          ,Theft
8061,78702.0,BURGLARY OF VEHICLE           ,Theft
8062,78745.0,BURGLARY OF RESIDENCE         ,Burglary
8063,78745.0,BURGLARY OF VEHICLE           ,Theft
8064,78701.0,BURGLARY OF VEHICLE           ,Theft
8065,78749.0,THEFT                         ,Theft
8066,78703.0,THEFT OF BICYCLE              ,Theft
8067,78746.0,THEFT BY SHOPLIFTING          ,Theft
8068,78748.0,THEFT                         ,Theft
8069,78741.0,THEFT FROM AUTO               ,Theft
8070,78701.0,THEFT                         ,Theft
8071,78702.0,THEFT OF BICYCLE              ,Theft
8072,78736.0,THEFT OF BICYCLE              ,Theft
8073,78752.0,BURGLARY OF VEHICLE           ,Theft
8074,78746.0,THEFT BY SHOPLIFTING          ,Theft
8075,78744.0,THEFT FROM AUTO               ,Theft
8076,78702.0,THEFT                         ,Theft
8077,78753.0,THEFT                         ,Theft
8078,78727.0,BURGLARY OF VEHICLE           ,Theft
8079,78729.0,THEFT                         ,Theft
8080,78701.0,THEFT                         ,Theft
8081,78704.0,THEFT FROM BUILDING           ,Theft
8082,78741.0,THEFT OF BICYCLE              ,Theft
8083,78741.0,THEFT                         ,Theft
8084,78741.0,THEFT OF AUTO PARTS           ,Theft
8085,78701.0,THEFT                         ,Theft
8086,78748.0,THEFT BY SHOPLIFTING          ,Theft
8087,78748.0,THEFT                         ,Theft
8088,78705.0,THEFT FROM AUTO               ,Theft
8089,78741.0,THEFT                         ,Theft
8090,78705.0,THEFT                         ,Theft
8091,78731.0,BURGLARY OF VEHICLE           ,Theft
8092,78741.0,AGG ROBBERY/DEADLY WEAPON     ,Robbery
8093,78753.0,THEFT FROM AUTO               ,Theft
8094,78701.0,DEADLY CONDUCT                ,Agg Assault
8095,78701.0,AGG ASSAULT                   ,Agg Assault
8096,78723.0,THEFT                         ,Theft
8097,78741.0,AGG ASSAULT WITH MOTOR VEH    ,Agg Assault
8098,78723.0,THEFT                         ,Theft
8099,78701.0,SEXUAL ASSAULT W/ OBJECT      ,Rape
8100,78701.0,THEFT FROM PERSON             ,Theft
8101,78757.0,BURGLARY OF VEHICLE           ,Theft
8102,78701.0,FORCED SODOMY                 ,Rape
8103,78704.0,THEFT                         ,Theft
8104,78751.0,THEFT BY SHOPLIFTING          ,Theft
8105,78702.0,AGG ASSAULT                   ,Agg Assault
8106,78747.0,BURGLARY OF VEHICLE           ,Theft
8107,78660.0,BURGLARY NON RESIDENCE        ,Burglary
8108,78724.0,AUTO THEFT                    ,Auto Theft
8109,78758.0,THEFT                         ,Theft
8110,78724.0,BURGLARY OF VEHICLE           ,Theft
8111,78752.0,AGG ASSAULT                   ,Agg Assault
8112,78721.0,AGG ASSAULT                   ,Agg Assault
8113,78701.0,THEFT                         ,Theft
8114,78758.0,BURGLARY OF RESIDENCE         ,Burglary
8115,78752.0,BURGLARY NON RESIDENCE        ,Burglary
8116,78736.0,BURGLARY OF RESIDENCE         ,Burglary
8117,78748.0,THEFT BY SHOPLIFTING          ,Theft
8118,78758.0,BURGLARY NON RESIDENCE        ,Burglary
8119,78751.0,BURGLARY NON RESIDENCE        ,Burglary
8120,78753.0,BURGLARY OF RESIDENCE         ,Burglary
8121,78701.0,BURGLARY OF RESIDENCE         ,Burglary
8122,78753.0,BURGLARY NON RESIDENCE        ,Burglary
8123,78723.0,BURGLARY OF VEHICLE           ,Theft
8124,78758.0,THEFT                         ,Theft
8125,78704.0,ROBBERY BY ASSAULT            ,Robbery
8126,78735.0,THEFT                         ,Theft
8127,78748.0,AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault
8128,78741.0,THEFT                         ,Theft
8129,78744.0,BURGLARY OF RESIDENCE         ,Burglary
8130,78727.0,THEFT BY SHOPLIFTING          ,Theft
8131,78741.0,SEXUAL ASSAULT OF CHILD/OBJECT,Rape
8132,78723.0,THEFT                         ,Theft
8133,78702.0,AUTO THEFT                    ,Auto Theft
8134,78748.0,THEFT BY SHOPLIFTING          ,Theft
8135,78741.0,THEFT                         ,Theft
8136,78704.0,AUTO THEFT                    ,Auto Theft
8137,78753.0,AGG ASSAULT                   ,Agg Assault
8138,78704.0,THEFT BY SHOPLIFTING          ,Theft
8139,78717.0,THEFT BY SHOPLIFTING          ,Theft
8140,78757.0,THEFT BY SHOPLIFTING          ,Theft
8141,78753.0,AGG ASSAULT                   ,Agg Assault
8142,78704.0,AUTO THEFT                    ,Auto Theft
8143,78705.0,BURGLARY OF VEHICLE           ,Theft
8144,78721.0,AGG ASSAULT                   ,Agg Assault
8145,78701.0,THEFT OF BICYCLE              ,Theft
8146,78741.0,AGG ROBBERY/DEADLY WEAPON     ,Robbery
8147,78745.0,AUTO THEFT                    ,Auto Theft
8148,78729.0,AGG ROBBERY/DEADLY WEAPON     ,Robbery
8149,78754.0,BURGLARY OF RESIDENCE         ,Burglary
8150,78753.0,AGG ASSAULT                   ,Agg Assault
8151,78746.0,BURGLARY OF VEHICLE           ,Theft
8152,78723.0,BURGLARY OF RESIDENCE         ,Burglary
8153,78704.0,ROBBERY BY ASSAULT            ,Robbery
8154,78745.0,THEFT                         ,Theft
8155,78723.0,THEFT                         ,Theft
8156,78745.0,THEFT                         ,Theft
8157,78741.0,BURGLARY OF VEHICLE           ,Theft
8158,78701.0,BURGLARY OF VEHICLE           ,Theft
8159,78701.0,THEFT                         ,Theft
8160,78753.0,THEFT FROM AUTO               ,Theft
8161,78731.0,BURGLARY OF VEHICLE           ,Theft
8162,78723.0,BURGLARY OF VEHICLE           ,Theft
8163,78748.0,BURGLARY OF VEHICLE           ,Theft
8164,78724.0,BURGLARY OF VEHICLE           ,Theft
8165,78747.0,BURGLARY OF VEHICLE           ,Theft
8166,78747.0,BURGLARY OF VEHICLE           ,Theft
8167,78724.0,BURGLARY OF VEHICLE           ,Theft
8168,78753.0,THEFT                         ,Theft
8169,78731.0,THEFT OF LICENSE PLATE        ,Theft
8170,78724.0,BURGLARY OF VEHICLE           ,Theft
8171,78704.0,BURGLARY OF VEHICLE           ,Theft
8172,78704.0,BURGLARY OF VEHICLE           ,Theft
8173,78758.0,BURGLARY OF VEHICLE           ,Theft
8174,78759.0,THEFT                         ,Theft
8175,78702.0,BURGLARY OF VEHICLE           ,Theft
8176,78702.0,BURGLARY OF VEHICLE           ,Theft
8177,78617.0,BURGLARY OF VEHICLE           ,Theft
8178,78704.0,BURGLARY OF VEHICLE           ,Theft
8179,78723.0,THEFT BY SHOPLIFTING          ,Theft
8180,78704.0,THEFT                         ,Theft
8181,78748.0,THEFT                         ,Theft
8182,78721.0,THEFT                         ,Theft
8183,78745.0,THEFT                         ,Theft
8184,78727.0,THEFT                         ,Theft
8185,78727.0,THEFT OF LICENSE PLATE        ,Theft
8186,78731.0,BURGLARY OF VEHICLE           ,Theft
8187,78717.0,THEFT BY SHOPLIFTING          ,Theft
8188,78748.0,THEFT OF LICENSE PLATE        ,Theft
8189,78741.0,BURGLARY OF VEHICLE           ,Theft
8190,78746.0,THEFT                         ,Theft
8191,78747.0,BURGLARY OF VEHICLE           ,Theft
8192,78703.0,THEFT OF BICYCLE              ,Theft
8193,78748.0,THEFT                         ,Theft
