,Zip Code,GO Highest Offense Desc,UCR Description
19449,78741.0,THEFT                         ,Theft
19450,78741.0,AUTO THEFT                    ,Auto Theft
19451,78704.0,BURGLARY OF RESIDENCE         ,Burglary
19452,78703.0,THEFT                         ,Theft
19453,78723.0,ROBBERY BY ASSAULT            ,Robbery
19454,78741.0,THEFT                         ,Theft
19455,78729.0,THEFT                         ,Theft
19456,78757.0,THEFT                         ,Theft
19457,78757.0,THEFT                         ,Theft
19458,78745.0,BURGLARY OF VEHICLE           ,Theft
19459,78752.0,BURGLARY OF VEHICLE           ,Theft
19460,78749.0,BURGLARY OF VEHICLE           ,Theft
19461,78741.0,BURGLARY OF VEHICLE           ,Theft
19462,78744.0,BURGLARY OF VEHICLE           ,Theft
19463,78758.0,THEFT OF LICENSE PLATE        ,Theft
19464,78704.0,BURGLARY OF VEHICLE           ,Theft
19465,78729.0,BURGLARY OF VEHICLE           ,Theft
19466,78741.0,BURGLARY OF VEHICLE           ,Theft
19467,78701.0,THEFT                         ,Theft
19468,78723.0,THEFT                         ,Theft
19469,78653.0,THEFT OF AUTO PARTS           ,Theft
19470,78756.0,BURGLARY OF VEHICLE           ,Theft
19471,78749.0,THEFT FROM AUTO               ,Theft
19472,78701.0,THEFT                         ,Theft
19473,78729.0,BURGLARY OF VEHICLE           ,Theft
19474,78744.0,THEFT OF LICENSE PLATE        ,Theft
19475,78753.0,THEFT                         ,Theft
19476,78748.0,BURGLARY OF VEHICLE           ,Theft
19477,78759.0,THEFT                         ,Theft
19478,78703.0,BURGLARY OF VEHICLE           ,Theft
19479,78758.0,THEFT                         ,Theft
19480,78745.0,THEFT OF LICENSE PLATE        ,Theft
19481,78703.0,BURGLARY OF VEHICLE           ,Theft
19482,78704.0,BURGLARY OF VEHICLE           ,Theft
19483,78704.0,THEFT                         ,Theft
19484,78705.0,THEFT OF BICYCLE              ,Theft
19485,78736.0,THEFT OF AUTO PARTS           ,Theft
19486,78702.0,THEFT FROM AUTO               ,Theft
19487,78753.0,THEFT                         ,Theft
19488,78746.0,BURGLARY OF VEHICLE           ,Theft
19489,78753.0,THEFT                         ,Theft
19490,78747.0,BURGLARY OF VEHICLE           ,Theft
19491,78746.0,BURGLARY OF VEHICLE           ,Theft
19492,78704.0,BURGLARY OF VEHICLE           ,Theft
19493,78723.0,THEFT                         ,Theft
19494,,THEFT FROM AUTO               ,Theft
19495,78746.0,BURGLARY OF VEHICLE           ,Theft
19496,78744.0,THEFT                         ,Theft
19497,78748.0,THEFT BY SHOPLIFTING          ,Theft
19498,78741.0,THEFT                         ,Theft
19499,78748.0,BURGLARY OF VEHICLE           ,Theft
19500,78702.0,BURGLARY OF VEHICLE           ,Theft
19501,78753.0,THEFT                         ,Theft
19502,78746.0,BURGLARY OF VEHICLE           ,Theft
19503,78749.0,BURGLARY OF VEHICLE           ,Theft
19504,78723.0,THEFT OF BICYCLE              ,Theft
19505,78757.0,THEFT                         ,Theft
19506,78748.0,THEFT BY SHOPLIFTING          ,Theft
19507,78704.0,THEFT                         ,Theft
19508,78703.0,THEFT                         ,Theft
19509,78704.0,THEFT OF BICYCLE              ,Theft
19510,78745.0,THEFT                         ,Theft
19511,78729.0,AGG ASSAULT ON PUBLIC SERVANT ,Agg Assault
19512,78617.0,AUTO THEFT                    ,Auto Theft
19513,78752.0,THEFT FROM PERSON             ,Theft
19514,78701.0,RAPE                          ,Rape
19515,78702.0,BURGLARY OF VEHICLE           ,Theft
19516,78758.0,BURGLARY OF RESIDENCE         ,Burglary
19517,78744.0,AUTO THEFT                    ,Auto Theft
19518,78704.0,AUTO THEFT                    ,Auto Theft
19519,78754.0,BURGLARY OF RESIDENCE         ,Burglary
19520,78727.0,THEFT FROM AUTO               ,Theft
19521,78741.0,AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault
19522,78753.0,BURGLARY NON RESIDENCE        ,Burglary
19523,78754.0,BURGLARY NON RESIDENCE        ,Burglary
19524,78758.0,AUTO THEFT                    ,Auto Theft
19525,78758.0,THEFT                         ,Theft
19526,78744.0,AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault
19527,78744.0,BURGLARY NON RESIDENCE        ,Burglary
19528,78613.0,THEFT BY SHOPLIFTING          ,Theft
19529,78748.0,AUTO THEFT                    ,Auto Theft
19530,78745.0,BURGLARY NON RESIDENCE        ,Burglary
19531,78701.0,ROBBERY BY ASSAULT            ,Robbery
19532,78723.0,BURG NON RESIDENCE SHEDS      ,Burglary
19533,78757.0,THEFT BY SHOPLIFTING          ,Theft
19534,78744.0,THEFT                         ,Theft
19535,78701.0,BURGLARY OF VEHICLE           ,Theft
19536,78741.0,THEFT BY SHOPLIFTING          ,Theft
19537,78721.0,THEFT OF METAL                ,Theft
19538,78744.0,BURGLARY OF RESIDENCE         ,Burglary
19539,78753.0,THEFT BY SHOPLIFTING          ,Theft
19540,78704.0,BURGLARY OF RESIDENCE         ,Burglary
19541,78702.0,AGG ASSAULT                   ,Agg Assault
19542,78724.0,AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault
19543,78723.0,THEFT BY SHOPLIFTING          ,Theft
19544,78724.0,BURGLARY OF RESIDENCE         ,Burglary
19545,78741.0,BURGLARY OF RESIDENCE         ,Burglary
19546,78723.0,THEFT BY SHOPLIFTING          ,Theft
19547,78752.0,BURGLARY OF RESIDENCE         ,Burglary
19548,78721.0,THEFT                         ,Theft
19549,78752.0,BURGLARY OF RESIDENCE         ,Burglary
19550,78759.0,BURGLARY OF RESIDENCE         ,Burglary
19551,78753.0,THEFT                         ,Theft
19552,78759.0,BURGLARY OF RESIDENCE         ,Burglary
19553,78758.0,THEFT BY SHOPLIFTING          ,Theft
19554,78721.0,THEFT                         ,Theft
19555,78748.0,THEFT                         ,Theft
19556,78721.0,THEFT                         ,Theft
19557,78759.0,BURGLARY OF VEHICLE           ,Theft
19558,78727.0,THEFT FROM AUTO               ,Theft
19559,78727.0,THEFT                         ,Theft
19560,78731.0,BURGLARY OF VEHICLE           ,Theft
19561,78721.0,THEFT                         ,Theft
19562,78723.0,BURGLARY OF VEHICLE           ,Theft
19563,78758.0,BURGLARY OF VEHICLE           ,Theft
19564,78744.0,BURGLARY OF VEHICLE           ,Theft
19565,78749.0,THEFT                         ,Theft
19566,78704.0,THEFT OF BICYCLE              ,Theft
19567,78751.0,BURGLARY OF VEHICLE           ,Theft
19568,78705.0,THEFT                         ,Theft
19569,78745.0,THEFT                         ,Theft
19570,78745.0,BURGLARY OF VEHICLE           ,Theft
19571,78753.0,THEFT                         ,Theft
19572,78731.0,BURGLARY OF VEHICLE           ,Theft
19573,78751.0,BURGLARY OF VEHICLE           ,Theft
19574,78744.0,BURGLARY OF VEHICLE           ,Theft
19575,78723.0,THEFT                         ,Theft
19576,78759.0,BURGLARY OF VEHICLE           ,Theft
19577,78727.0,THEFT OF AUTO PARTS           ,Theft
19578,78744.0,THEFT                         ,Theft
19579,78749.0,BURGLARY OF VEHICLE           ,Theft
19580,78660.0,BURGLARY OF VEHICLE           ,Theft
19581,78660.0,THEFT                         ,Theft
19582,78759.0,THEFT BY SHOPLIFTING          ,Theft
19583,78653.0,THEFT OF AUTO PARTS           ,Theft
19584,78754.0,THEFT FROM AUTO               ,Theft
19585,78735.0,THEFT OF LICENSE PLATE        ,Theft
19586,78758.0,THEFT                         ,Theft
19587,78752.0,THEFT                         ,Theft
19588,78753.0,THEFT BY SHOPLIFTING          ,Theft
19589,78701.0,THEFT                         ,Theft
19590,78747.0,BURGLARY OF VEHICLE           ,Theft
19591,78701.0,THEFT                         ,Theft
19592,78736.0,BURGLARY OF VEHICLE           ,Theft
19593,78736.0,BURGLARY OF VEHICLE           ,Theft
19594,78705.0,THEFT                         ,Theft
19595,78723.0,BURGLARY OF VEHICLE           ,Theft
19596,78721.0,THEFT                         ,Theft
19597,78704.0,BURGLARY OF VEHICLE           ,Theft
19598,78751.0,THEFT OF BICYCLE              ,Theft
19599,78751.0,THEFT OF BICYCLE              ,Theft
19600,78757.0,THEFT FROM BUILDING           ,Theft
19601,78703.0,THEFT                         ,Theft
19602,78736.0,BURGLARY OF VEHICLE           ,Theft
19603,78748.0,BURGLARY OF VEHICLE           ,Theft
19604,78748.0,THEFT OF BICYCLE              ,Theft
19605,78723.0,THEFT                         ,Theft
19606,78701.0,THEFT                         ,Theft
19607,78759.0,BURGLARY OF VEHICLE           ,Theft
19608,78741.0,THEFT                         ,Theft
19609,78727.0,BURGLARY OF RESIDENCE         ,Burglary
19610,78744.0,THEFT                         ,Theft
19611,78741.0,AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault
19612,78752.0,THEFT                         ,Theft
19613,78753.0,AGG ASSAULT FAM/DATE VIOLENCE ,Agg Assault
19614,78723.0,BURGLARY OF VEHICLE           ,Theft
19615,78753.0,SEXUAL ASSAULT W/ OBJECT      ,Rape
19616,78745.0,AGG ROBBERY/DEADLY WEAPON     ,Robbery
19617,78729.0,BURGLARY OF VEHICLE           ,Theft
19618,78702.0,BURGLARY NON RESIDENCE        ,Burglary
19619,78729.0,BURGLARY OF VEHICLE           ,Theft
19620,78704.0,BURGLARY OF RESIDENCE         ,Burglary
19621,78745.0,BURGLARY NON RESIDENCE        ,Burglary
19622,78724.0,AUTO THEFT                    ,Auto Theft
19623,78729.0,AUTO THEFT                    ,Auto Theft
19624,78704.0,BURGLARY NON RESIDENCE        ,Burglary
19625,78758.0,BURGLARY OF RESIDENCE         ,Burglary
19626,78745.0,BURGLARY OF VEHICLE           ,Theft
19627,78750.0,BURGLARY OF RESIDENCE         ,Burglary
19628,78757.0,BURGLARY NON RESIDENCE        ,Burglary
19629,78704.0,AUTO THEFT                    ,Auto Theft
19630,78744.0,THEFT                         ,Theft
19631,78741.0,AUTO THEFT                    ,Auto Theft
19632,78723.0,THEFT BY SHOPLIFTING          ,Theft
19633,78753.0,THEFT                         ,Theft
19634,78721.0,BURGLARY OF RESIDENCE         ,Burglary
19635,78702.0,AGG ASSAULT                   ,Agg Assault
19636,78753.0,THEFT                         ,Theft
19637,78741.0,BURGLARY OF RESIDENCE         ,Burglary
19638,78753.0,BURGLARY NON RESIDENCE        ,Burglary
19639,78744.0,AGG ROBBERY/DEADLY WEAPON     ,Robbery
19640,78752.0,AGG ASSAULT                   ,Agg Assault
19641,78741.0,THEFT BY SHOPLIFTING          ,Theft
19642,78746.0,THEFT BY SHOPLIFTING          ,Theft
19643,78741.0,BURGLARY OF RESIDENCE         ,Burglary
19644,78751.0,THEFT BY SHOPLIFTING          ,Theft
19645,78746.0,THEFT                         ,Theft
19646,78757.0,THEFT                         ,Theft
19647,78756.0,RAPE OF A CHILD               ,Rape
19648,78741.0,BURGLARY OF RESIDENCE         ,Burglary
19649,78723.0,BURGLARY OF RESIDENCE         ,Burglary
19650,78744.0,AGG ASSAULT                   ,Agg Assault
19651,78748.0,AGG ASLT ENHANC STRANGL/SUFFOC,Agg Assault
19652,78748.0,AUTO THEFT                    ,Auto Theft
19653,78757.0,AUTO THEFT                    ,Auto Theft
19654,78753.0,AUTO THEFT                    ,Auto Theft
19655,78701.0,THEFT                         ,Theft
19656,78741.0,THEFT                         ,Theft
19657,78749.0,BURGLARY OF VEHICLE           ,Theft
19658,78749.0,THEFT FROM AUTO               ,Theft
19659,78753.0,BURGLARY OF VEHICLE           ,Theft
19660,78741.0,BURGLARY OF VEHICLE           ,Theft
19661,78729.0,BURGLARY OF VEHICLE           ,Theft
19662,78751.0,THEFT OF BICYCLE              ,Theft
19663,78744.0,THEFT OF BICYCLE              ,Theft
19664,78701.0,THEFT                         ,Theft
19665,78759.0,BURGLARY OF VEHICLE           ,Theft
19666,78721.0,THEFT                         ,Theft
19667,78717.0,THEFT BY SHOPLIFTING          ,Theft
19668,78717.0,THEFT BY SHOPLIFTING          ,Theft
19669,78748.0,THEFT                         ,Theft
19670,78758.0,THEFT OF AUTO PARTS           ,Theft
19671,78753.0,BURGLARY OF VEHICLE           ,Theft
19672,78757.0,BURGLARY OF VEHICLE           ,Theft
19673,78749.0,BURGLARY OF VEHICLE           ,Theft
19674,78749.0,THEFT                         ,Theft
19675,78751.0,BURGLARY OF VEHICLE           ,Theft
19676,78704.0,BURGLARY OF VEHICLE           ,Theft
19677,78741.0,BURGLARY OF VEHICLE           ,Theft
19678,78736.0,THEFT OF LICENSE PLATE        ,Theft
19679,78702.0,THEFT                         ,Theft
19680,78741.0,BURGLARY OF VEHICLE           ,Theft
19681,78704.0,BURGLARY OF VEHICLE           ,Theft
19682,78731.0,BURGLARY OF VEHICLE           ,Theft
19683,78748.0,BURGLARY OF VEHICLE           ,Theft
19684,78702.0,BURGLARY OF VEHICLE           ,Theft
19685,78749.0,THEFT                         ,Theft
19686,78729.0,BURGLARY OF VEHICLE           ,Theft
19687,78747.0,THEFT FROM AUTO               ,Theft
19688,78729.0,BURGLARY OF VEHICLE           ,Theft
19689,78759.0,THEFT                         ,Theft
19690,78759.0,THEFT                         ,Theft
19691,78701.0,THEFT OF BICYCLE              ,Theft
19692,78730.0,BURGLARY OF VEHICLE           ,Theft
19693,78723.0,THEFT BY SHOPLIFTING          ,Theft
19694,78704.0,THEFT FROM AUTO               ,Theft
19695,78758.0,THEFT FROM AUTO               ,Theft
19696,78751.0,THEFT                         ,Theft
19697,78745.0,THEFT BY SHOPLIFTING          ,Theft
19698,78704.0,THEFT OF LICENSE PLATE        ,Theft
19699,78759.0,THEFT FROM AUTO               ,Theft
19700,78719.0,THEFT                         ,Theft
19701,78753.0,THEFT                         ,Theft
19702,78729.0,THEFT                         ,Theft
19703,78753.0,THEFT OF LICENSE PLATE        ,Theft
19704,78744.0,THEFT                         ,Theft
19705,78748.0,THEFT                         ,Theft
19706,78723.0,THEFT                         ,Theft
19707,78753.0,BURGLARY OF VEHICLE           ,Theft
19708,78723.0,THEFT                         ,Theft
19709,78721.0,THEFT                         ,Theft
19710,78704.0,THEFT FROM AUTO               ,Theft
19711,78705.0,THEFT OF BICYCLE              ,Theft
19712,78701.0,BURGLARY OF VEHICLE           ,Theft
19713,78745.0,THEFT BY SHOPLIFTING          ,Theft
19714,78756.0,THEFT OF BICYCLE              ,Theft
19715,78741.0,BURGLARY OF VEHICLE           ,Theft
19716,78731.0,BURGLARY OF VEHICLE           ,Theft
19717,78731.0,THEFT OF BICYCLE              ,Theft
19718,78748.0,THEFT OF BICYCLE              ,Theft
19719,78745.0,THEFT                         ,Theft
19720,78704.0,THEFT                         ,Theft
19721,78745.0,THEFT OF BICYCLE              ,Theft
19722,78753.0,BURGLARY OF VEHICLE           ,Theft
19723,78705.0,BURGLARY OF VEHICLE           ,Theft
19724,78757.0,BURGLARY OF VEHICLE           ,Theft
19725,78751.0,THEFT OF BICYCLE              ,Theft
19726,78723.0,THEFT                         ,Theft
19727,78704.0,BURGLARY OF VEHICLE           ,Theft
19728,78701.0,THEFT OF BICYCLE              ,Theft
19729,78702.0,THEFT OF BICYCLE              ,Theft
19730,78727.0,BURGLARY OF VEHICLE           ,Theft
19731,78701.0,THEFT FROM BUILDING           ,Theft
19732,78753.0,BURGLARY OF VEHICLE           ,Theft
19733,78745.0,AUTO THEFT                    ,Auto Theft
19734,78703.0,AGG ASSAULT                   ,Agg Assault
19735,78758.0,BURGLARY OF RESIDENCE         ,Burglary
19736,78727.0,BURGLARY OF RESIDENCE         ,Burglary
19737,78701.0,THEFT                         ,Theft
19738,78727.0,BURGLARY OF RESIDENCE         ,Burglary
19739,78741.0,THEFT                         ,Theft
19740,78701.0,AGG ASSAULT WITH MOTOR VEH    ,Agg Assault
19741,78745.0,SEXUAL ASSAULT W/ OBJECT      ,Rape
19742,78758.0,BURGLARY OF RESIDENCE         ,Burglary
19743,78744.0,BURGLARY NON RESIDENCE        ,Burglary
19744,78703.0,BURGLARY NON RESIDENCE        ,Burglary
19745,78745.0,THEFT OF AUTO PARTS           ,Theft
19746,78756.0,BURGLARY NON RESIDENCE        ,Burglary
19747,78745.0,BURGLARY OF VEHICLE           ,Theft
19748,78722.0,AGG FORCED SODOMY             ,Rape
19749,78741.0,THEFT                         ,Theft
19750,78752.0,THEFT BY SHOPLIFTING          ,Theft
19751,78759.0,THEFT OF TRAILER              ,Theft
19752,78749.0,THEFT                         ,Theft
19753,78723.0,THEFT BY SHOPLIFTING          ,Theft
19754,78741.0,THEFT BY SHOPLIFTING          ,Theft
19755,78753.0,THEFT                         ,Theft
19756,78752.0,THEFT BY SHOPLIFTING          ,Theft
19757,78741.0,BURGLARY OF RESIDENCE         ,Burglary
19758,78748.0,ROBBERY BY THREAT             ,Robbery
19759,78759.0,BURGLARY OF RESIDENCE         ,Burglary
19760,78757.0,THEFT BY SHOPLIFTING          ,Theft
19761,78724.0,THEFT                         ,Theft
19762,78726.0,AGG ROBBERY/DEADLY WEAPON     ,Robbery
19763,78744.0,THEFT BY SHOPLIFTING          ,Theft
19764,78702.0,AUTO THEFT                    ,Auto Theft
19765,78704.0,THEFT BY SHOPLIFTING          ,Theft
19766,78745.0,AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault
19767,78752.0,AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault
19768,78701.0,THEFT OF BICYCLE              ,Theft
19769,78757.0,THEFT BY SHOPLIFTING          ,Theft
19770,78721.0,THEFT                         ,Theft
19771,78741.0,RAPE                          ,Rape
19772,78704.0,THEFT                         ,Theft
19773,78741.0,THEFT BY SHOPLIFTING          ,Theft
19774,78745.0,THEFT                         ,Theft
19775,78758.0,AGG ASSAULT                   ,Agg Assault
19776,78721.0,BURGLARY OF RESIDENCE         ,Burglary
19777,78752.0,AGG ASSAULT FAM/DATE VIOLENCE ,Agg Assault
19778,78758.0,THEFT                         ,Theft
19779,78729.0,THEFT                         ,Theft
19780,78704.0,THEFT                         ,Theft
19781,78748.0,BURGLARY OF VEHICLE           ,Theft
19782,78703.0,BURGLARY OF VEHICLE           ,Theft
19783,78748.0,BURGLARY OF VEHICLE           ,Theft
19784,78741.0,THEFT                         ,Theft
19785,78724.0,THEFT                         ,Theft
19786,78753.0,THEFT                         ,Theft
19787,78752.0,THEFT                         ,Theft
19788,78759.0,BURGLARY OF VEHICLE           ,Theft
19789,78617.0,BURGLARY OF RESIDENCE         ,Burglary
19790,78758.0,THEFT                         ,Theft
19791,78704.0,BURG NON RESIDENCE SHEDS      ,Burglary
19792,78704.0,THEFT                         ,Theft
19793,78758.0,THEFT FROM AUTO               ,Theft
19794,78759.0,THEFT                         ,Theft
19795,78704.0,THEFT OF BICYCLE              ,Theft
19796,78753.0,THEFT                         ,Theft
19797,78746.0,THEFT                         ,Theft
19798,78741.0,THEFT                         ,Theft
19799,78717.0,THEFT FROM AUTO               ,Theft
19800,78746.0,BURGLARY OF VEHICLE           ,Theft
19801,78746.0,BURGLARY OF VEHICLE           ,Theft
19802,78748.0,BURGLARY OF VEHICLE           ,Theft
19803,78746.0,BURGLARY OF VEHICLE           ,Theft
19804,78749.0,THEFT                         ,Theft
19805,78653.0,THEFT FROM AUTO               ,Theft
19806,78746.0,BURGLARY OF VEHICLE           ,Theft
19807,78702.0,THEFT                         ,Theft
19808,78744.0,THEFT                         ,Theft
19809,78757.0,BURGLARY OF VEHICLE           ,Theft
19811,78705.0,THEFT OF BICYCLE              ,Theft
19812,78729.0,BURGLARY OF VEHICLE           ,Theft
19813,78723.0,AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault
19814,78741.0,SEXUAL ASSAULT OF CHILD/OBJECT,Rape
19815,78758.0,AGG RAPE OF A CHILD           ,Rape
19816,78702.0,AGG ASSAULT                   ,Agg Assault
19817,78722.0,AUTO THEFT                    ,Auto Theft
19818,78701.0,BURGLARY OF VEHICLE           ,Theft
19819,78727.0,BURGLARY NON RESIDENCE        ,Burglary
19820,78723.0,AGG ASSAULT                   ,Agg Assault
19821,78753.0,BURGLARY OF RESIDENCE         ,Burglary
19822,78704.0,AUTO THEFT                    ,Auto Theft
19823,78752.0,THEFT                         ,Theft
19824,78744.0,BURGLARY OF RESIDENCE         ,Burglary
19825,78748.0,THEFT BY SHOPLIFTING          ,Theft
19826,78746.0,BURGLARY OF RESIDENCE         ,Burglary
19827,78704.0,BURGLARY OF RESIDENCE         ,Burglary
19828,78744.0,BURGLARY OF VEHICLE           ,Theft
19829,78741.0,AUTO THEFT                    ,Auto Theft
19830,78723.0,BURGLARY OF RESIDENCE         ,Burglary
19831,78723.0,THEFT                         ,Theft
19832,78723.0,THEFT                         ,Theft
19833,78745.0,BURGLARY OF VEHICLE           ,Theft
19834,78757.0,BURGLARY OF VEHICLE           ,Theft
19835,78741.0,AUTO THEFT                    ,Auto Theft
19836,78753.0,THEFT                         ,Theft
19837,78752.0,AGG ROBBERY/DEADLY WEAPON     ,Robbery
19838,78723.0,THEFT BY SHOPLIFTING          ,Theft
19839,78758.0,THEFT BY SHOPLIFTING          ,Theft
19840,78705.0,THEFT                         ,Theft
19841,78702.0,BURGLARY OF VEHICLE           ,Theft
19842,78722.0,THEFT                         ,Theft
19843,78753.0,THEFT                         ,Theft
19844,78746.0,BURGLARY OF VEHICLE           ,Theft
19845,78752.0,THEFT OF LICENSE PLATE        ,Theft
19846,78704.0,THEFT                         ,Theft
19847,78705.0,BURGLARY OF VEHICLE           ,Theft
19848,78703.0,BURGLARY OF VEHICLE           ,Theft
19849,78744.0,THEFT                         ,Theft
19850,78747.0,BURGLARY OF VEHICLE           ,Theft
19851,78701.0,BURGLARY OF VEHICLE           ,Theft
19852,78757.0,THEFT                         ,Theft
19853,78613.0,BURGLARY OF VEHICLE           ,Theft
19854,78702.0,BURGLARY OF VEHICLE           ,Theft
19855,78758.0,THEFT/TILL TAPPING            ,Theft
19856,78746.0,BURGLARY OF VEHICLE           ,Theft
19857,78701.0,BURGLARY OF VEHICLE           ,Theft
19858,78701.0,BURGLARY OF VEHICLE           ,Theft
19859,78754.0,BURGLARY OF VEHICLE           ,Theft
19860,78704.0,BREACH OF COMPUTER SECURITY   ,Theft
19861,78705.0,THEFT OF BICYCLE              ,Theft
19862,78703.0,BURGLARY OF VEHICLE           ,Theft
19863,78705.0,BURGLARY OF VEHICLE           ,Theft
19864,78723.0,BURGLARY OF VEHICLE           ,Theft
19865,78705.0,BURGLARY OF VEHICLE           ,Theft
19866,78757.0,BURGLARY OF VEHICLE           ,Theft
19867,78731.0,BURGLARY OF VEHICLE           ,Theft
19868,78731.0,BURGLARY OF VEHICLE           ,Theft
19869,78723.0,THEFT OF LICENSE PLATE        ,Theft
19870,78752.0,THEFT                         ,Theft
19871,78758.0,THEFT OF BICYCLE              ,Theft
19872,78759.0,BURGLARY OF VEHICLE           ,Theft
19873,78751.0,BURGLARY OF VEHICLE           ,Theft
19874,78746.0,BURGLARY OF VEHICLE           ,Theft
19875,78752.0,THEFT                         ,Theft
19876,78704.0,BURGLARY OF VEHICLE           ,Theft
19877,78741.0,BURGLARY OF VEHICLE           ,Theft
19878,78749.0,BURGLARY OF VEHICLE           ,Theft
19879,78705.0,THEFT OF BICYCLE              ,Theft
19880,78705.0,BURGLARY OF VEHICLE           ,Theft
19881,78735.0,THEFT OF BICYCLE              ,Theft
19882,78759.0,BURGLARY OF VEHICLE           ,Theft
19883,78731.0,THEFT                         ,Theft
19884,78717.0,THEFT OF BICYCLE              ,Theft
19885,78701.0,THEFT                         ,Theft
19886,78704.0,BURGLARY OF VEHICLE           ,Theft
19887,78748.0,BURGLARY OF VEHICLE           ,Theft
19888,78741.0,BURGLARY OF RESIDENCE         ,Burglary
19889,78758.0,BURGLARY OF RESIDENCE         ,Burglary
19890,78753.0,BURGLARY OF VEHICLE           ,Theft
19891,78758.0,AGG ASSAULT                   ,Agg Assault
19892,78753.0,BURGLARY NON RESIDENCE        ,Burglary
19893,78750.0,BURGLARY NON RESIDENCE        ,Burglary
19894,78702.0,AUTO THEFT                    ,Auto Theft
19895,78702.0,AGG ASLT STRANGLE/SUFFOCATE   ,Agg Assault
19896,78752.0,AUTO THEFT                    ,Auto Theft
19897,78723.0,BURGLARY NON RESIDENCE        ,Burglary
19898,78704.0,BURGLARY OF RESIDENCE         ,Burglary
19899,78744.0,THEFT BY SHOPLIFTING          ,Theft
19900,78741.0,AGG ASSAULT FAM/DATE VIOLENCE ,Agg Assault
19901,78741.0,THEFT                         ,Theft
19902,78703.0,THEFT                         ,Theft
19903,78758.0,SEXUAL ASSAULT OF CHILD/OBJECT,Rape
19904,78735.0,BURGLARY OF RESIDENCE         ,Burglary
19905,78723.0,AUTO THEFT                    ,Auto Theft
19906,78724.0,AGG ASSAULT                   ,Agg Assault
19907,78702.0,BURGLARY OF RESIDENCE         ,Burglary
19908,78748.0,BURGLARY OF RESIDENCE         ,Burglary
19909,78701.0,THEFT OF BICYCLE              ,Theft
19910,78757.0,AGG ASSAULT WITH MOTOR VEH    ,Agg Assault
19911,78702.0,THEFT BY SHOPLIFTING          ,Theft
19912,78717.0,THEFT BY SHOPLIFTING          ,Theft
19913,78757.0,THEFT BY SHOPLIFTING          ,Theft
19914,78744.0,THEFT                         ,Theft
19915,78758.0,BURGLARY OF RESIDENCE         ,Burglary
19916,78723.0,BURGLARY NON RESIDENCE        ,Burglary
19917,78741.0,THEFT BY SHOPLIFTING          ,Theft
19918,78748.0,ROBBERY BY THREAT             ,Robbery
19919,78744.0,DEADLY CONDUCT                ,Agg Assault
19920,78724.0,BURGLARY OF RESIDENCE         ,Burglary
19921,78753.0,THEFT BY SHOPLIFTING          ,Theft
19922,78741.0,AGG ROBBERY/DEADLY WEAPON     ,Robbery
19923,78727.0,BURGLARY OF RESIDENCE         ,Burglary
19924,78753.0,ROBBERY BY ASSAULT            ,Robbery
19925,78749.0,THEFT                         ,Theft
19926,78759.0,AGG ROBBERY/DEADLY WEAPON     ,Robbery
19927,78752.0,BURGLARY OF RESIDENCE         ,Burglary
19928,78745.0,AUTO THEFT                    ,Auto Theft
19929,78741.0,THEFT OF BICYCLE              ,Theft
19930,78757.0,BURGLARY OF RESIDENCE         ,Burglary
19931,78704.0,THEFT                         ,Theft
19932,78745.0,AGG ROBBERY/DEADLY WEAPON     ,Robbery
19933,78741.0,THEFT OF LICENSE PLATE        ,Theft
19934,78723.0,AGG ASSAULT FAM/DATE VIOLENCE ,Agg Assault
19935,78721.0,THEFT                         ,Theft
19936,78753.0,AGG ASSAULT                   ,Agg Assault
19937,78744.0,AUTO THEFT                    ,Auto Theft
19938,78741.0,AGG ASSAULT                   ,Agg Assault
19939,78704.0,THEFT FROM PERSON             ,Theft
19940,78723.0,AGG ASSAULT FAM/DATE VIOLENCE ,Agg Assault
19941,78741.0,BURGLARY OF VEHICLE           ,Theft
19942,78753.0,BURGLARY OF VEHICLE           ,Theft
19943,78741.0,THEFT                         ,Theft
19944,78758.0,BURGLARY OF VEHICLE           ,Theft
19945,78752.0,BURGLARY OF VEHICLE           ,Theft
19946,78753.0,BURGLARY OF VEHICLE           ,Theft
19947,78753.0,THEFT FROM AUTO               ,Theft
19948,78705.0,THEFT OF BICYCLE              ,Theft
19949,78758.0,THEFT                         ,Theft
19950,78721.0,THEFT                         ,Theft
19951,78723.0,BURGLARY OF VEHICLE           ,Theft
19952,78759.0,THEFT                         ,Theft
19953,78701.0,THEFT                         ,Theft
19954,78752.0,BURGLARY OF VEHICLE           ,Theft
19955,78749.0,THEFT                         ,Theft
19956,78753.0,BURGLARY OF VEHICLE           ,Theft
19957,78727.0,THEFT FROM AUTO               ,Theft
19958,78723.0,THEFT FROM AUTO               ,Theft
19959,78735.0,THEFT                         ,Theft
19960,78752.0,BURGLARY OF VEHICLE           ,Theft
19961,78748.0,THEFT                         ,Theft
19962,78744.0,BURGLARY OF VEHICLE           ,Theft
19963,78705.0,THEFT                         ,Theft
19964,78749.0,THEFT                         ,Theft
