,Zip Code,GO Highest Offense Desc,UCR Description
57,"78,753",ROBBERY BY ASSAULT            ,Robbery
58,"78,729",AGG ROBBERY/DEADLY WEAPON     ,Robbery
59,"78,705",ROBBERY BY ASSAULT            ,Robbery
60,"78,721",AGG ROBBERY/DEADLY WEAPON     ,Robbery
61,"78,702",ROBBERY BY ASSAULT            ,Robbery
62,"78,745",ROBBERY BY ASSAULT            ,Robbery
63,"78,744",ROBBERY BY ASSAULT            ,Robbery
64,"78,701",ROBBERY BY ASSAULT            ,Robbery
65,"78,741",ROBBERY BY ASSAULT            ,Robbery
66,"78,617",ROBBERY BY ASSAULT            ,Robbery
67,"78,745",ROBBERY BY ASSAULT            ,Robbery
68,"78,702",ROBBERY BY ASSAULT            ,Robbery
69,"78,701",ROBBERY BY ASSAULT            ,Robbery
70,"78,701",ROBBERY BY ASSAULT            ,Robbery
71,"78,705",ROBBERY BY THREAT             ,Robbery
72,"78,753",AGG ROBBERY/DEADLY WEAPON     ,Robbery
73,"78,701",AGG ROBBERY/DEADLY WEAPON     ,Robbery
74,"78,744",ROBBERY BY ASSAULT            ,Robbery
75,"78,741",AGG ROBBERY/DEADLY WEAPON     ,Robbery
76,"78,748",AGG ROBBERY/DEADLY WEAPON     ,Robbery
77,"78,753",AGG ROBBERY/DEADLY WEAPON     ,Robbery
78,"78,729",ROBBERY BY THREAT             ,Robbery
79,"78,701",ROBBERY BY ASSAULT            ,Robbery
80,"78,752",ROBBERY BY ASSAULT            ,Robbery
81,"78,753",ROBBERY BY ASSAULT            ,Robbery
82,"78,702",AGG ROBBERY BY ASSAULT        ,Robbery
83,"78,701",ROBBERY BY ASSAULT            ,Robbery
84,"78,701",ROBBERY BY ASSAULT            ,Robbery
85,"78,753",ROBBERY BY ASSAULT            ,Robbery
86,"78,617",AGG ROBBERY/DEADLY WEAPON     ,Robbery
87,"78,721",ROBBERY BY THREAT             ,Robbery
88,"78,741",ROBBERY BY ASSAULT            ,Robbery
89,"78,723",AGG ROBBERY/DEADLY WEAPON     ,Robbery
90,"78,753",AGG ROBBERY/DEADLY WEAPON     ,Robbery
91,"78,722",AGG ROBBERY/DEADLY WEAPON     ,Robbery
92,"78,745",ROBBERY BY THREAT             ,Robbery
93,"78,753",AGG ROBBERY/DEADLY WEAPON     ,Robbery
94,"78,752",ROBBERY BY THREAT             ,Robbery
95,"78,702",ROBBERY BY ASSAULT            ,Robbery
96,"78,753",ROBBERY BY ASSAULT            ,Robbery
97,"78,724",ROBBERY BY ASSAULT            ,Robbery
98,"78,744",ROBBERY BY THREAT             ,Robbery
99,"78,750",ROBBERY BY THREAT             ,Robbery
100,"78,753",AGG ROBBERY/DEADLY WEAPON     ,Robbery
101,"78,741",AGG ROBBERY/DEADLY WEAPON     ,Robbery
102,"78,752",ROBBERY BY ASSAULT            ,Robbery
103,"78,750",AGG ROBBERY/DEADLY WEAPON     ,Robbery
104,"78,702",AGG ROBBERY/DEADLY WEAPON     ,Robbery
105,"78,702",ROBBERY BY THREAT             ,Robbery
106,"78,702",ROBBERY BY ASSAULT            ,Robbery
107,"78,702",ROBBERY BY ASSAULT            ,Robbery
108,"78,751",AGG ROBBERY BY ASSAULT        ,Robbery
109,"78,744",ROBBERY BY ASSAULT            ,Robbery
110,"78,703",ROBBERY BY ASSAULT            ,Robbery
111,"78,741",ROBBERY BY THREAT             ,Robbery
112,"78,702",AGG ROBBERY/DEADLY WEAPON     ,Robbery
113,"78,751",AGG ROBBERY/DEADLY WEAPON     ,Robbery
114,"78,702",AGG ROBBERY/DEADLY WEAPON     ,Robbery
115,"78,744",AGG ROBBERY/DEADLY WEAPON     ,Robbery
116,"78,724",ROBBERY BY ASSAULT            ,Robbery
117,"78,753",AGG ROBBERY/DEADLY WEAPON     ,Robbery
118,"78,701",ROBBERY BY ASSAULT            ,Robbery
119,"78,753",ROBBERY BY ASSAULT            ,Robbery
120,"78,741",AGG ROBBERY BY ASSAULT        ,Robbery
121,"78,741",ROBBERY BY ASSAULT            ,Robbery
122,"78,701",ROBBERY BY ASSAULT            ,Robbery
123,"78,741",ROBBERY BY ASSAULT            ,Robbery
124,"78,752",ROBBERY BY ASSAULT            ,Robbery
125,"78,753",AGG ROBBERY/DEADLY WEAPON     ,Robbery
126,"78,702",AGG ROBBERY/DEADLY WEAPON     ,Robbery
127,"78,723",AGG ROBBERY/DEADLY WEAPON     ,Robbery
128,"78,753",ROBBERY BY ASSAULT            ,Robbery
129,"78,753",AGG ROBBERY/DEADLY WEAPON     ,Robbery
130,"78,753",ROBBERY BY ASSAULT            ,Robbery
131,"78,729",ROBBERY BY ASSAULT            ,Robbery
132,"78,752",ROBBERY BY ASSAULT            ,Robbery
133,"78,745",AGG ROBBERY/DEADLY WEAPON     ,Robbery
134,"78,753",ROBBERY BY ASSAULT            ,Robbery
135,"78,702",ROBBERY BY ASSAULT            ,Robbery
136,"78,702",AGG ROBBERY BY ASSAULT        ,Robbery
137,"78,702",AGG ROBBERY/DEADLY WEAPON     ,Robbery
138,"78,758",ROBBERY BY ASSAULT            ,Robbery
139,"78,704",ROBBERY BY ASSAULT            ,Robbery
140,"78,723",ROBBERY BY ASSAULT            ,Robbery
141,"78,721",ROBBERY BY ASSAULT            ,Robbery
142,"78,745",ROBBERY BY THREAT             ,Robbery
143,"78,741",AGG ROBBERY/DEADLY WEAPON     ,Robbery
144,"78,758",AGG ROBBERY/DEADLY WEAPON     ,Robbery
145,"78,753",AGG ROBBERY/DEADLY WEAPON     ,Robbery
146,"78,704",ROBBERY BY ASSAULT            ,Robbery
147,"78,741",ROBBERY BY ASSAULT            ,Robbery
148,"78,723",ROBBERY BY ASSAULT            ,Robbery
149,"78,758",ROBBERY BY ASSAULT            ,Robbery
150,"78,722",AGG ROBBERY/DEADLY WEAPON     ,Robbery
151,"78,744",ROBBERY BY ASSAULT            ,Robbery
152,"78,744",AGG ROBBERY/DEADLY WEAPON     ,Robbery
153,"78,702",AGG ROBBERY/DEADLY WEAPON     ,Robbery
154,"78,723",ROBBERY BY THREAT             ,Robbery
155,"78,703",ROBBERY BY ASSAULT            ,Robbery
156,"78,701",ROBBERY BY ASSAULT            ,Robbery
157,"78,736",ROBBERY BY ASSAULT            ,Robbery
158,"78,617",ROBBERY BY ASSAULT            ,Robbery
159,"78,701",ROBBERY BY ASSAULT            ,Robbery
160,"78,753",ROBBERY BY ASSAULT            ,Robbery
161,"78,741",AGG ROBBERY/DEADLY WEAPON     ,Robbery
162,"78,753",ROBBERY BY THREAT             ,Robbery
163,"78,744",AGG ROBBERY/DEADLY WEAPON     ,Robbery
164,"78,753",AGG ROBBERY/DEADLY WEAPON     ,Robbery
165,"78,701",ROBBERY BY ASSAULT            ,Robbery
166,"78,703",ROBBERY BY ASSAULT            ,Robbery
167,"78,753",ROBBERY BY THREAT             ,Robbery
168,"78,753",AGG ROBBERY/DEADLY WEAPON     ,Robbery
169,"78,741",ROBBERY BY THREAT             ,Robbery
170,"78,702",ROBBERY BY ASSAULT            ,Robbery
171,"78,702",ROBBERY BY ASSAULT            ,Robbery
172,"78,741",AGG ROBBERY BY ASSAULT        ,Robbery
173,"78,702",AGG ROBBERY/DEADLY WEAPON     ,Robbery
174,"78,741",ROBBERY BY ASSAULT            ,Robbery
175,"78,723",AGG ROBBERY/DEADLY WEAPON     ,Robbery
176,"78,753",AGG ROBBERY/DEADLY WEAPON     ,Robbery
177,"78,702",ROBBERY BY ASSAULT            ,Robbery
178,"78,753",ROBBERY BY ASSAULT            ,Robbery
179,"78,753",ROBBERY BY ASSAULT            ,Robbery
180,"78,704",AGG ROBBERY/DEADLY WEAPON     ,Robbery
181,"78,753",ROBBERY BY ASSAULT            ,Robbery
182,"78,701",ROBBERY BY ASSAULT            ,Robbery
183,"78,701",ROBBERY BY ASSAULT            ,Robbery
184,"78,753",AGG ROBBERY/DEADLY WEAPON     ,Robbery
185,,ROBBERY BY ASSAULT            ,Robbery
186,"78,702",AGG ROBBERY/DEADLY WEAPON     ,Robbery
187,"78,753",ROBBERY BY THREAT             ,Robbery
188,"78,722",AGG ROBBERY/DEADLY WEAPON     ,Robbery
189,"78,752",AGG ROBBERY/DEADLY WEAPON     ,Robbery
190,"78,758",AGG ROBBERY/DEADLY WEAPON     ,Robbery
191,"78,744",AGG ROBBERY/DEADLY WEAPON     ,Robbery
192,"78,741",ROBBERY BY ASSAULT            ,Robbery
193,"78,749",AGG ROBBERY/DEADLY WEAPON     ,Robbery
194,"78,617",AGG ROBBERY/DEADLY WEAPON     ,Robbery
195,"78,729",AGG ROBBERY/DEADLY WEAPON     ,Robbery
196,"78,702",AGG ROBBERY/DEADLY WEAPON     ,Robbery
197,"78,702",ROBBERY BY ASSAULT            ,Robbery
198,"78,745",ROBBERY BY THREAT             ,Robbery
199,"78,753",ROBBERY BY ASSAULT            ,Robbery
200,"78,744",AGG ROBBERY/DEADLY WEAPON     ,Robbery
201,"78,702",AGG ROBBERY/DEADLY WEAPON     ,Robbery
202,"78,741",ROBBERY BY ASSAULT            ,Robbery
203,"78,748",ROBBERY BY ASSAULT            ,Robbery
204,"78,729",AGG ROBBERY/DEADLY WEAPON     ,Robbery
205,"78,753",ROBBERY BY ASSAULT            ,Robbery
206,"78,752",ROBBERY BY ASSAULT            ,Robbery
207,"78,741",AGG ROBBERY/DEADLY WEAPON     ,Robbery
208,"78,731",AGG ROBBERY/DEADLY WEAPON     ,Robbery
209,"78,753",ROBBERY BY ASSAULT            ,Robbery
210,"78,723",ROBBERY BY ASSAULT            ,Robbery
211,"78,702",AGG ROBBERY/DEADLY WEAPON     ,Robbery
212,"78,744",ROBBERY BY ASSAULT            ,Robbery
213,"78,752",ROBBERY BY ASSAULT            ,Robbery
214,"78,617",AGG ROBBERY/DEADLY WEAPON     ,Robbery
215,"78,702",AGG ROBBERY/DEADLY WEAPON     ,Robbery
216,"78,660",AGG ROBBERY/DEADLY WEAPON     ,Robbery
217,"78,701",AGG ROBBERY/DEADLY WEAPON     ,Robbery
218,"78,753",AGG ROBBERY/DEADLY WEAPON     ,Robbery
219,"78,723",ROBBERY BY THREAT             ,Robbery
220,"78,753",AGG ROBBERY/DEADLY WEAPON     ,Robbery
221,"78,744",AGG ROBBERY/DEADLY WEAPON     ,Robbery
222,"78,741",ROBBERY BY ASSAULT            ,Robbery
223,"78,702",ROBBERY BY THREAT             ,Robbery
224,"78,702",ROBBERY BY ASSAULT            ,Robbery
225,"78,754",BURGLARY OF RESIDENCE         ,Burglary
226,"78,724",BURGLARY OF RESIDENCE         ,Burglary
227,"78,750",BURGLARY NON RESIDENCE        ,Burglary
228,"78,750",BURGLARY NON RESIDENCE        ,Burglary
229,"78,751",BURGLARY NON RESIDENCE        ,Burglary
230,"78,729",BURGLARY NON RESIDENCE        ,Burglary
231,"78,724",BURGLARY NON RESIDENCE        ,Burglary
232,"78,748",BURGLARY OF RESIDENCE         ,Burglary
233,"78,747",BURGLARY NON RESIDENCE        ,Burglary
234,"78,753",BURGLARY NON RESIDENCE        ,Burglary
235,"78,617",BURGLARY OF RESIDENCE         ,Burglary
236,"78,754",BURGLARY OF RESIDENCE         ,Burglary
237,"78,753",BURGLARY OF RESIDENCE         ,Burglary
238,"78,754",BURGLARY OF RESIDENCE         ,Burglary
239,,BURGLARY NON RESIDENCE        ,Burglary
240,"78,739",BURGLARY NON RESIDENCE        ,Burglary
241,"78,717",BURG NON RESIDENCE SHEDS      ,Burglary
242,"78,749",BURGLARY NON RESIDENCE        ,Burglary
243,"78,617",BURG NON RESIDENCE SHEDS      ,Burglary
244,"78,750",BURGLARY NON RESIDENCE        ,Burglary
245,"78,753",BURGLARY OF RESIDENCE         ,Burglary
246,"78,747",BURGLARY OF RESIDENCE         ,Burglary
247,"78,724",BURG NON RESIDENCE SHEDS      ,Burglary
248,"78,723",BURGLARY OF RESIDENCE         ,Burglary
249,"78,744",BURGLARY OF RESIDENCE         ,Burglary
250,"78,745",BURGLARY OF RESIDENCE         ,Burglary
251,"78,753",BURGLARY NON RESIDENCE        ,Burglary
252,"78,729",BURGLARY NON RESIDENCE        ,Burglary
253,"78,748",BURG NON RESIDENCE SHEDS      ,Burglary
254,"78,753",BURGLARY NON RESIDENCE        ,Burglary
255,"78,741",BURG NON RESIDENCE SHEDS      ,Burglary
256,"78,753",BURGLARY NON RESIDENCE        ,Burglary
257,"78,754",BURG NON RESIDENCE SHEDS      ,Burglary
258,"78,723",BURGLARY OF RESIDENCE         ,Burglary
259,"78,745",BURG NON RESIDENCE SHEDS      ,Burglary
260,"78,753",BURGLARY OF RESIDENCE         ,Burglary
261,"78,752",BURGLARY NON RESIDENCE        ,Burglary
262,"78,724",BURGLARY OF RESIDENCE         ,Burglary
263,"78,753",BURGLARY OF RESIDENCE         ,Burglary
264,"78,748",BURGLARY NON RESIDENCE        ,Burglary
265,"78,704",BURGLARY NON RESIDENCE        ,Burglary
266,"78,753",BURGLARY NON RESIDENCE        ,Burglary
267,"78,752",BURGLARY NON RESIDENCE        ,Burglary
268,"78,753",BURGLARY NON RESIDENCE        ,Burglary
269,,BURGLARY NON RESIDENCE        ,Burglary
270,"78,741",BURGLARY NON RESIDENCE        ,Burglary
271,"78,745",BURGLARY NON RESIDENCE        ,Burglary
272,"78,735",BURGLARY NON RESIDENCE        ,Burglary
273,"78,729",BURGLARY OF RESIDENCE         ,Burglary
274,"78,617",BURGLARY OF RESIDENCE         ,Burglary
275,"78,751",BURGLARY OF RESIDENCE         ,Burglary
276,"78,723",BURGLARY NON RESIDENCE        ,Burglary
277,"78,752",BURGLARY OF RESIDENCE         ,Burglary
278,"78,744",BURGLARY NON RESIDENCE        ,Burglary
279,"78,729",BURGLARY OF RESIDENCE         ,Burglary
280,"78,751",BURGLARY OF RESIDENCE         ,Burglary
281,"78,723",BURGLARY NON RESIDENCE        ,Burglary
282,"78,753",BURGLARY OF RESIDENCE         ,Burglary
283,,BURGLARY NON RESIDENCE        ,Burglary
284,"78,744",BURGLARY NON RESIDENCE        ,Burglary
285,,BURGLARY NON RESIDENCE        ,Burglary
286,"78,741",BURGLARY NON RESIDENCE        ,Burglary
287,"78,741",BURGLARY NON RESIDENCE        ,Burglary
288,"78,744",BURGLARY NON RESIDENCE        ,Burglary
289,"78,702",BURGLARY OF RESIDENCE         ,Burglary
290,"78,741",BURGLARY OF RESIDENCE         ,Burglary
291,"78,617",BURGLARY OF RESIDENCE         ,Burglary
292,"78,753",BURGLARY NON RESIDENCE        ,Burglary
293,"78,729",BURGLARY NON RESIDENCE        ,Burglary
294,"78,725",BURGLARY NON RESIDENCE        ,Burglary
295,"78,753",BURGLARY OF RESIDENCE         ,Burglary
296,"78,729",BURGLARY NON RESIDENCE        ,Burglary
297,"78,748",BURGLARY NON RESIDENCE        ,Burglary
298,"78,750",BURGLARY NON RESIDENCE        ,Burglary
299,"78,750",BURGLARY NON RESIDENCE        ,Burglary
300,"78,727",BURGLARY OF RESIDENCE         ,Burglary
301,"78,753",BURGLARY OF RESIDENCE         ,Burglary
302,"78,747",BURGLARY OF RESIDENCE         ,Burglary
303,"78,753",BURGLARY NON RESIDENCE        ,Burglary
304,"78,753",BURGLARY NON RESIDENCE        ,Burglary
305,"78,753",BURGLARY OF RESIDENCE         ,Burglary
306,"78,742",BURGLARY OF RESIDENCE         ,Burglary
307,"78,750",BURGLARY NON RESIDENCE        ,Burglary
308,"78,752",BURGLARY NON RESIDENCE        ,Burglary
309,"78,660",BURGLARY OF RESIDENCE         ,Burglary
310,"78,741",BURGLARY NON RESIDENCE        ,Burglary
311,"78,741",BURGLARY NON RESIDENCE        ,Burglary
312,"78,660",BURGLARY NON RESIDENCE        ,Burglary
313,"78,752",BURGLARY OF RESIDENCE         ,Burglary
314,"78,758",BURGLARY OF RESIDENCE         ,Burglary
315,"78,753",BURGLARY OF RESIDENCE         ,Burglary
316,"78,745",BURGLARY NON RESIDENCE        ,Burglary
317,"78,702",BURGLARY OF RESIDENCE         ,Burglary
318,"78,705",BURG NON RESIDENCE SHEDS      ,Burglary
319,"78,753",BURGLARY OF RESIDENCE         ,Burglary
320,"78,753",BURGLARY OF RESIDENCE         ,Burglary
321,"78,753",BURGLARY OF RESIDENCE         ,Burglary
322,"78,724",BURGLARY NON RESIDENCE        ,Burglary
323,"78,729",BURGLARY NON RESIDENCE        ,Burglary
324,"78,736",BURGLARY NON RESIDENCE        ,Burglary
325,"78,701",BURGLARY OF RESIDENCE         ,Burglary
326,"78,749",BURGLARY NON RESIDENCE        ,Burglary
327,"78,753",BURGLARY OF RESIDENCE         ,Burglary
328,"78,753",BURGLARY NON RESIDENCE        ,Burglary
329,"78,753",BURGLARY OF RESIDENCE         ,Burglary
330,"78,741",BURG NON RESIDENCE SHEDS      ,Burglary
331,"78,736",BURGLARY NON RESIDENCE        ,Burglary
332,"78,753",BURGLARY NON RESIDENCE        ,Burglary
333,"78,744",BURGLARY NON RESIDENCE        ,Burglary
334,"78,752",BURGLARY NON RESIDENCE        ,Burglary
335,"78,742",BURGLARY NON RESIDENCE        ,Burglary
336,"78,748",BURGLARY NON RESIDENCE        ,Burglary
337,"78,724",BURGLARY OF RESIDENCE         ,Burglary
338,"78,660",BURGLARY NON RESIDENCE        ,Burglary
339,"78,747",BURGLARY NON RESIDENCE        ,Burglary
340,"78,753",BURGLARY OF RESIDENCE         ,Burglary
341,"78,753",BURGLARY OF RESIDENCE         ,Burglary
342,"78,753",BURGLARY NON RESIDENCE        ,Burglary
343,"78,729",BURGLARY NON RESIDENCE        ,Burglary
344,"78,750",BURGLARY NON RESIDENCE        ,Burglary
345,"78,726",BURGLARY OF RESIDENCE         ,Burglary
346,"78,753",BURGLARY NON RESIDENCE        ,Burglary
347,"78,753",BURGLARY OF RESIDENCE         ,Burglary
348,"78,729",BURGLARY OF RESIDENCE         ,Burglary
349,"78,752",BURGLARY NON RESIDENCE        ,Burglary
350,"78,702",BURGLARY OF RESIDENCE         ,Burglary
351,"78,744",BURGLARY NON RESIDENCE        ,Burglary
352,"78,753",BURGLARY NON RESIDENCE        ,Burglary
353,"78,742",BURGLARY OF RESIDENCE         ,Burglary
354,"78,752",BURGLARY OF RESIDENCE         ,Burglary
355,"78,723",BURGLARY NON RESIDENCE        ,Burglary
356,"78,751",BURGLARY OF RESIDENCE         ,Burglary
357,"78,753",BURGLARY OF RESIDENCE         ,Burglary
358,"78,744",BURGLARY OF RESIDENCE         ,Burglary
359,"78,748",BURGLARY NON RESIDENCE        ,Burglary
360,"78,753",BURGLARY OF RESIDENCE         ,Burglary
361,"78,744",BURGLARY NON RESIDENCE        ,Burglary
362,"78,702",BURGLARY OF RESIDENCE         ,Burglary
363,"78,752",BURGLARY NON RESIDENCE        ,Burglary
364,"78,745",BURGLARY NON RESIDENCE        ,Burglary
365,"78,753",BURGLARY NON RESIDENCE        ,Burglary
366,"78,735",BURGLARY NON RESIDENCE        ,Burglary
367,"78,745",BURG NON RESIDENCE SHEDS      ,Burglary
368,"78,753",BURGLARY NON RESIDENCE        ,Burglary
369,"78,724",BURGLARY OF RESIDENCE         ,Burglary
370,"78,735",BURGLARY NON RESIDENCE        ,Burglary
371,"78,723",BURGLARY OF RESIDENCE         ,Burglary
372,"78,723",BURGLARY NON RESIDENCE        ,Burglary
373,"78,723",BURGLARY NON RESIDENCE        ,Burglary
374,"78,747",BURGLARY OF RESIDENCE         ,Burglary
375,"78,730",BURGLARY OF RESIDENCE         ,Burglary
376,"78,745",BURGLARY NON RESIDENCE        ,Burglary
377,"78,759",BURGLARY NON RESIDENCE        ,Burglary
378,"78,753",BURGLARY NON RESIDENCE        ,Burglary
379,"78,747",BURGLARY OF RESIDENCE         ,Burglary
380,"78,744",BURGLARY NON RESIDENCE        ,Burglary
381,"78,741",BURGLARY NON RESIDENCE        ,Burglary
382,"78,723",BURGLARY NON RESIDENCE        ,Burglary
383,"78,753",BURGLARY OF RESIDENCE         ,Burglary
384,"78,744",BURGLARY NON RESIDENCE        ,Burglary
385,"78,722",BURGLARY OF RESIDENCE         ,Burglary
386,"78,752",BURGLARY NON RESIDENCE        ,Burglary
387,"78,753",BURGLARY NON RESIDENCE        ,Burglary
388,"78,735",BURGLARY NON RESIDENCE        ,Burglary
389,"78,617",BURGLARY OF RESIDENCE         ,Burglary
390,"78,660",BURGLARY NON RESIDENCE        ,Burglary
391,"78,753",BURGLARY NON RESIDENCE        ,Burglary
392,"78,746",BURGLARY OF RESIDENCE         ,Burglary
393,"78,753",BURGLARY NON RESIDENCE        ,Burglary
394,"78,739",BURGLARY NON RESIDENCE        ,Burglary
395,"78,735",BURGLARY NON RESIDENCE        ,Burglary
396,"78,722",BURGLARY NON RESIDENCE        ,Burglary
397,"78,744",BURGLARY NON RESIDENCE        ,Burglary
398,"78,730",BURGLARY NON RESIDENCE        ,Burglary
399,"78,739",BURGLARY NON RESIDENCE        ,Burglary
400,"78,751",BURGLARY OF RESIDENCE         ,Burglary
401,"78,745",BURGLARY OF RESIDENCE         ,Burglary
402,"78,617",BURGLARY NON RESIDENCE        ,Burglary
403,"78,742",BURG NON RESIDENCE SHEDS      ,Burglary
404,"78,753",BURGLARY OF RESIDENCE         ,Burglary
405,"78,722",BURGLARY NON RESIDENCE        ,Burglary
406,"78,735",BURGLARY NON RESIDENCE        ,Burglary
407,"78,704",BURGLARY NON RESIDENCE        ,Burglary
408,"78,753",BURGLARY OF RESIDENCE         ,Burglary
409,"78,753",BURGLARY OF RESIDENCE         ,Burglary
410,"78,722",BURGLARY NON RESIDENCE        ,Burglary
411,"78,752",BURGLARY OF RESIDENCE         ,Burglary
412,"78,735",BURGLARY NON RESIDENCE        ,Burglary
413,"78,741",BURGLARY NON RESIDENCE        ,Burglary
414,"78,751",BURGLARY OF RESIDENCE         ,Burglary
415,"78,754",BURGLARY OF RESIDENCE         ,Burglary
416,"78,741",BURGLARY NON RESIDENCE        ,Burglary
417,"78,617",BURGLARY OF RESIDENCE         ,Burglary
418,"78,735",BURGLARY NON RESIDENCE        ,Burglary
419,"78,704",BURGLARY NON RESIDENCE        ,Burglary
420,"78,748",BURGLARY OF RESIDENCE         ,Burglary
421,"78,753",BURGLARY NON RESIDENCE        ,Burglary
422,"78,753",BURGLARY NON RESIDENCE        ,Burglary
423,"78,744",BURGLARY NON RESIDENCE        ,Burglary
424,"78,753",BURGLARY NON RESIDENCE        ,Burglary
425,"78,753",BURGLARY OF RESIDENCE         ,Burglary
426,"78,754",BURGLARY OF RESIDENCE         ,Burglary
427,"78,744",BURGLARY NON RESIDENCE        ,Burglary
428,"78,729",BURGLARY OF RESIDENCE         ,Burglary
429,"78,745",BURGLARY NON RESIDENCE        ,Burglary
430,"78,717",BURGLARY NON RESIDENCE        ,Burglary
431,"78,744",BURGLARY NON RESIDENCE        ,Burglary
432,"78,744",BURG NON RESIDENCE SHEDS      ,Burglary
433,"78,735",BURGLARY OF RESIDENCE         ,Burglary
434,"78,753",BURGLARY OF RESIDENCE         ,Burglary
435,"78,723",BURGLARY NON RESIDENCE        ,Burglary
436,"78,753",BURGLARY NON RESIDENCE        ,Burglary
437,"78,735",BURGLARY NON RESIDENCE        ,Burglary
438,"78,617",BURGLARY OF RESIDENCE         ,Burglary
439,"78,753",BURGLARY OF RESIDENCE         ,Burglary
440,"78,724",BURGLARY OF RESIDENCE         ,Burglary
441,"78,753",BURGLARY OF RESIDENCE         ,Burglary
442,"78,748",BURGLARY NON RESIDENCE        ,Burglary
443,"78,753",BURGLARY NON RESIDENCE        ,Burglary
444,"78,705",BURGLARY OF RESIDENCE         ,Burglary
445,"78,617",BURGLARY OF RESIDENCE         ,Burglary
446,"78,741",BURGLARY NON RESIDENCE        ,Burglary
447,"78,723",BURGLARY NON RESIDENCE        ,Burglary
448,"78,723",BURGLARY NON RESIDENCE        ,Burglary
449,"78,744",BURGLARY NON RESIDENCE        ,Burglary
450,"78,753",BURGLARY NON RESIDENCE        ,Burglary
451,"78,758",BURGLARY NON RESIDENCE        ,Burglary
452,"78,735",BURGLARY NON RESIDENCE        ,Burglary
453,"78,736",BURGLARY OF RESIDENCE         ,Burglary
454,"78,753",BURGLARY NON RESIDENCE        ,Burglary
455,"78,750",BURGLARY NON RESIDENCE        ,Burglary
456,"78,753",BURGLARY NON RESIDENCE        ,Burglary
