,Zip Code,GO Highest Offense Desc,UCR Description
2596,"78,703",BURGLARY OF VEHICLE           ,Theft
2597,"78,702",BURGLARY OF VEHICLE           ,Theft
2598,"78,753",BURGLARY OF VEHICLE           ,Theft
2599,"78,752",BURGLARY OF VEHICLE           ,Theft
2600,"78,753",BURGLARY OF VEHICLE           ,Theft
2601,"78,702",BURGLARY OF VEHICLE           ,Theft
2602,"78,702",BURGLARY OF VEHICLE           ,Theft
2603,"78,744",BURGLARY OF VEHICLE           ,Theft
2604,"78,735",BURGLARY OF VEHICLE           ,Theft
2605,"78,705",BURGLARY OF VEHICLE           ,Theft
2606,"78,752",BURGLARY OF VEHICLE           ,Theft
2607,"78,702",BURGLARY OF VEHICLE           ,Theft
2608,"78,750",BURGLARY OF VEHICLE           ,Theft
2609,"78,741",BURGLARY OF VEHICLE           ,Theft
2610,"78,753",BURGLARY OF VEHICLE           ,Theft
2611,"78,744",BURGLARY OF VEHICLE           ,Theft
2612,"78,752",BURGLARY OF VEHICLE           ,Theft
2613,"78,702",BURGLARY OF VEHICLE           ,Theft
2614,"78,753",THEFT FROM AUTO               ,Theft
2615,"78,752",BURGLARY OF VEHICLE           ,Theft
2616,"78,752",BURGLARY OF VEHICLE           ,Theft
2617,"78,752",BURGLARY OF VEHICLE           ,Theft
2618,"78,744",BURGLARY OF VEHICLE           ,Theft
2619,"78,741",BURGLARY OF VEHICLE           ,Theft
2620,"78,702",BURGLARY OF VEHICLE           ,Theft
2621,"78,729",BURGLARY OF VEHICLE           ,Theft
2622,"78,726",THEFT FROM AUTO               ,Theft
2623,"78,741",BURGLARY OF VEHICLE           ,Theft
2624,,BURGLARY OF VEHICLE           ,Theft
2625,"78,744",BURGLARY OF VEHICLE           ,Theft
2626,"78,752",BURGLARY OF VEHICLE           ,Theft
2627,"78,702",BURGLARY OF VEHICLE           ,Theft
2628,"78,744",BURGLARY OF VEHICLE           ,Theft
2629,"78,752",BURGLARY OF VEHICLE           ,Theft
2630,"78,702",BURGLARY OF VEHICLE           ,Theft
2631,"78,744",BURGLARY OF VEHICLE           ,Theft
2632,"78,753",BURGLARY OF VEHICLE           ,Theft
2633,"78,741",BURGLARY OF VEHICLE           ,Theft
2634,"78,748",BURGLARY OF VEHICLE           ,Theft
2635,"78,701",BURGLARY OF VEHICLE           ,Theft
2636,"78,751",BURGLARY OF VEHICLE           ,Theft
2637,"78,702",BURGLARY OF VEHICLE           ,Theft
2638,"78,722",BURGLARY OF VEHICLE           ,Theft
2639,"78,731",BURGLARY OF VEHICLE           ,Theft
2640,"78,753",BURGLARY OF VEHICLE           ,Theft
2641,"78,753",BURGLARY OF VEHICLE           ,Theft
2642,"78,702",BURGLARY OF VEHICLE           ,Theft
2643,"78,753",BURGLARY OF VEHICLE           ,Theft
2644,"78,748",BURGLARY OF VEHICLE           ,Theft
2645,"78,752",BURGLARY OF VEHICLE           ,Theft
2646,"78,704",BURGLARY OF VEHICLE           ,Theft
2647,"78,750",BURGLARY OF VEHICLE           ,Theft
2648,"78,660",BURGLARY OF VEHICLE           ,Theft
2649,"78,744",BURGLARY OF VEHICLE           ,Theft
2650,"78,752",BURGLARY OF VEHICLE           ,Theft
2651,"78,660",BURGLARY OF VEHICLE           ,Theft
2652,"78,748",BURGLARY OF VEHICLE           ,Theft
2653,"78,744",BURGLARY OF VEHICLE           ,Theft
2654,"78,753",BURGLARY OF VEHICLE           ,Theft
2655,"78,729",BURGLARY OF VEHICLE           ,Theft
2656,"78,748",BURGLARY OF VEHICLE           ,Theft
2657,"78,744",BURGLARY OF VEHICLE           ,Theft
2658,"78,735",BURGLARY OF VEHICLE           ,Theft
2659,"78,702",BURGLARY OF VEHICLE           ,Theft
2660,"78,702",BURGLARY OF VEHICLE           ,Theft
2661,"78,701",BURGLARY OF VEHICLE           ,Theft
2662,"78,701",BURGLARY OF VEHICLE           ,Theft
2663,"78,753",BURGLARY OF VEHICLE           ,Theft
2664,"78,702",BURGLARY OF VEHICLE           ,Theft
2665,"78,702",BURGLARY OF VEHICLE           ,Theft
2666,"78,660",BURGLARY OF VEHICLE           ,Theft
2667,"78,751",BURGLARY OF VEHICLE           ,Theft
2668,"78,752",BURGLARY OF VEHICLE           ,Theft
2669,"78,702",BURGLARY OF VEHICLE           ,Theft
2670,"78,753",BURGLARY OF VEHICLE           ,Theft
2671,"78,744",BURGLARY OF VEHICLE           ,Theft
2672,"78,704",BURGLARY OF VEHICLE           ,Theft
2673,"78,702",BURGLARY OF VEHICLE           ,Theft
2674,"78,729",BURGLARY OF VEHICLE           ,Theft
2675,"78,703",BURGLARY OF VEHICLE           ,Theft
2676,"78,703",BURGLARY OF VEHICLE           ,Theft
2677,"78,745",BURGLARY OF VEHICLE           ,Theft
2678,"78,753",BURGLARY OF VEHICLE           ,Theft
2679,"78,660",BURGLARY OF VEHICLE           ,Theft
2680,"78,717",BURGLARY OF VEHICLE           ,Theft
2681,"78,723",THEFT FROM AUTO               ,Theft
2682,"78,745",BURGLARY OF VEHICLE           ,Theft
2683,"78,753",BURGLARY OF VEHICLE           ,Theft
2684,"78,702",BURGLARY OF VEHICLE           ,Theft
2685,"78,702",BURGLARY OF VEHICLE           ,Theft
2686,"78,744",BURGLARY OF VEHICLE           ,Theft
2687,"78,744",BURGLARY OF VEHICLE           ,Theft
2688,"78,753",BURGLARY OF VEHICLE           ,Theft
2689,"78,701",BURGLARY OF VEHICLE           ,Theft
2690,"78,617",BURGLARY OF VEHICLE           ,Theft
2691,"78,717",THEFT FROM AUTO               ,Theft
2692,"78,744",BURGLARY OF VEHICLE           ,Theft
2693,"78,702",BURGLARY OF VEHICLE           ,Theft
2694,"78,753",BURGLARY OF VEHICLE           ,Theft
2695,"78,702",BURGLARY OF VEHICLE           ,Theft
2696,"78,735",THEFT FROM AUTO               ,Theft
2697,"78,701",BURGLARY OF VEHICLE           ,Theft
2698,"78,747",BURGLARY OF VEHICLE           ,Theft
2699,"78,753",BURGLARY OF VEHICLE           ,Theft
2700,"78,721",BURGLARY OF VEHICLE           ,Theft
2701,"78,753",BURGLARY OF VEHICLE           ,Theft
2702,"78,745",BURGLARY OF VEHICLE           ,Theft
2703,"78,613",BURGLARY OF VEHICLE           ,Theft
2704,"78,702",BURGLARY OF VEHICLE           ,Theft
2705,"78,749",BURGLARY OF VEHICLE           ,Theft
2706,"78,753",BURGLARY OF VEHICLE           ,Theft
2707,"78,745",BURGLARY OF VEHICLE           ,Theft
2708,"78,702",BURGLARY OF VEHICLE           ,Theft
2709,"78,702",BURGLARY OF VEHICLE           ,Theft
2710,"78,758",BURGLARY OF VEHICLE           ,Theft
2711,"78,753",BURGLARY OF VEHICLE           ,Theft
2712,"78,745",BURGLARY OF VEHICLE           ,Theft
2713,"78,744",BURGLARY OF VEHICLE           ,Theft
2714,"78,617",THEFT FROM AUTO               ,Theft
2715,"78,702",BURGLARY OF VEHICLE           ,Theft
2716,"78,735",BURGLARY OF VEHICLE           ,Theft
2717,"78,702",BURGLARY OF VEHICLE           ,Theft
2718,"78,702",BURGLARY OF VEHICLE           ,Theft
2719,"78,660",BURGLARY OF VEHICLE           ,Theft
2720,"78,754",BURGLARY OF VEHICLE           ,Theft
2721,"78,701",BURGLARY OF VEHICLE           ,Theft
2722,"78,702",THEFT FROM AUTO               ,Theft
2723,"78,752",BURGLARY OF VEHICLE           ,Theft
2724,"78,758",BURGLARY OF VEHICLE           ,Theft
2725,"78,751",BURGLARY OF VEHICLE           ,Theft
2726,"78,753",BURGLARY OF VEHICLE           ,Theft
2727,"78,753",BURGLARY OF VEHICLE           ,Theft
2728,"78,747",BURGLARY OF VEHICLE           ,Theft
2729,"78,717",BURGLARY OF VEHICLE           ,Theft
2730,"78,753",BURGLARY OF VEHICLE           ,Theft
2731,"78,753",BURGLARY OF VEHICLE           ,Theft
2732,"78,704",BURGLARY OF VEHICLE           ,Theft
2733,"78,617",BURGLARY OF VEHICLE           ,Theft
2734,"78,745",BURGLARY OF VEHICLE           ,Theft
2735,"78,729",THEFT FROM AUTO               ,Theft
2736,"78,747",BURGLARY OF VEHICLE           ,Theft
2737,"78,752",THEFT FROM AUTO               ,Theft
2738,"78,745",BURGLARY OF VEHICLE           ,Theft
2739,"78,752",BURGLARY OF VEHICLE           ,Theft
2740,"78,701",BURGLARY OF VEHICLE           ,Theft
2741,"78,701",BURGLARY OF VEHICLE           ,Theft
2742,"78,735",THEFT FROM AUTO               ,Theft
2743,"78,745",BURGLARY OF VEHICLE           ,Theft
2744,"78,701",BURGLARY OF VEHICLE           ,Theft
2745,"78,753",BURGLARY OF VEHICLE           ,Theft
2746,"78,752",BURGLARY OF VEHICLE           ,Theft
2747,"78,752",BURGLARY OF VEHICLE           ,Theft
2748,"78,702",BURGLARY OF VEHICLE           ,Theft
2749,"78,701",BURGLARY OF VEHICLE           ,Theft
2750,"78,701",BURGLARY OF VEHICLE           ,Theft
2751,"78,730",BURGLARY OF VEHICLE           ,Theft
2752,"78,702",BURGLARY OF VEHICLE           ,Theft
2753,"78,702",BURGLARY OF VEHICLE           ,Theft
2754,"78,702",BURGLARY OF VEHICLE           ,Theft
2755,"78,753",BURGLARY OF VEHICLE           ,Theft
2756,"78,745",BURGLARY OF VEHICLE           ,Theft
2757,"78,745",BURGLARY OF VEHICLE           ,Theft
2758,"78,744",BURGLARY OF VEHICLE           ,Theft
2759,"78,701",BURGLARY OF VEHICLE           ,Theft
2760,"78,751",BURGLARY OF VEHICLE           ,Theft
2761,"78,752",BURGLARY OF VEHICLE           ,Theft
2762,"78,752",BURGLARY OF VEHICLE           ,Theft
2763,"78,753",BURGLARY OF VEHICLE           ,Theft
2764,"78,752",THEFT FROM AUTO               ,Theft
2765,"78,752",BURGLARY OF VEHICLE           ,Theft
2766,"78,748",BURGLARY OF VEHICLE           ,Theft
2767,"78,721",BURGLARY OF VEHICLE           ,Theft
2768,"78,753",BURGLARY OF VEHICLE           ,Theft
2769,"78,744",THEFT FROM AUTO               ,Theft
2770,"78,752",BURGLARY OF VEHICLE           ,Theft
2771,"78,723",THEFT FROM AUTO               ,Theft
2772,"78,757",BURGLARY OF VEHICLE           ,Theft
2773,"78,753",BURGLARY OF VEHICLE           ,Theft
2774,"78,744",BURGLARY OF VEHICLE           ,Theft
2775,"78,702",BURGLARY OF VEHICLE           ,Theft
2776,"78,753",BURGLARY OF VEHICLE           ,Theft
2777,"78,752",BURGLARY OF VEHICLE           ,Theft
2778,"78,729",BURGLARY OF VEHICLE           ,Theft
2779,"78,721",BURGLARY OF VEHICLE           ,Theft
2780,"78,750",BURGLARY OF VEHICLE           ,Theft
2781,"78,730",BURGLARY OF VEHICLE           ,Theft
2782,"78,702",BURGLARY OF VEHICLE           ,Theft
2783,"78,702",BURGLARY OF VEHICLE           ,Theft
2784,"78,702",BURGLARY OF VEHICLE           ,Theft
2785,"78,745",THEFT FROM AUTO               ,Theft
2786,"78,741",BURGLARY OF VEHICLE           ,Theft
2787,"78,741",BURGLARY OF VEHICLE           ,Theft
2788,"78,703",BURGLARY OF VEHICLE           ,Theft
2789,"78,701",BURGLARY OF VEHICLE           ,Theft
2790,"78,753",BURGLARY OF VEHICLE           ,Theft
2791,"78,702",BURGLARY OF VEHICLE           ,Theft
2792,"78,613",BURGLARY OF VEHICLE           ,Theft
2793,"78,744",BURGLARY OF VEHICLE           ,Theft
2794,"78,753",BURGLARY OF VEHICLE           ,Theft
2795,"78,744",BURGLARY OF VEHICLE           ,Theft
2796,"78,723",BURGLARY OF VEHICLE           ,Theft
2797,"78,741",BURGLARY OF VEHICLE           ,Theft
2798,"78,752",BURGLARY OF VEHICLE           ,Theft
2799,"78,744",BURGLARY OF VEHICLE           ,Theft
2800,"78,660",BURGLARY OF VEHICLE           ,Theft
2801,"78,701",BURGLARY OF VEHICLE           ,Theft
2802,"78,752",BURGLARY OF VEHICLE           ,Theft
2803,"78,704",BURGLARY OF VEHICLE           ,Theft
2804,"78,702",BURGLARY OF VEHICLE           ,Theft
2805,"78,701",BURGLARY OF VEHICLE           ,Theft
2806,"78,744",BURGLARY OF VEHICLE           ,Theft
2807,"78,753",BURGLARY OF VEHICLE           ,Theft
2808,"78,753",BURGLARY OF VEHICLE           ,Theft
2809,"78,751",BURGLARY OF VEHICLE           ,Theft
2810,"78,745",BURGLARY OF VEHICLE           ,Theft
2811,"78,744",BURGLARY OF VEHICLE           ,Theft
2812,"78,752",BURGLARY OF VEHICLE           ,Theft
2813,"78,745",BURGLARY OF VEHICLE           ,Theft
2814,"78,744",THEFT FROM AUTO               ,Theft
2815,"78,617",BURGLARY OF VEHICLE           ,Theft
2816,"78,723",BURGLARY OF VEHICLE           ,Theft
2817,"78,751",BURGLARY OF VEHICLE           ,Theft
2818,"78,752",BURGLARY OF VEHICLE           ,Theft
2819,"78,751",BURGLARY OF VEHICLE           ,Theft
2820,"78,660",BURGLARY OF VEHICLE           ,Theft
2821,"78,753",BURGLARY OF VEHICLE           ,Theft
2822,"78,704",BURGLARY OF VEHICLE           ,Theft
2823,"78,731",BURGLARY OF VEHICLE           ,Theft
2824,"78,753",BURGLARY OF VEHICLE           ,Theft
2825,"78,729",BURGLARY OF VEHICLE           ,Theft
2826,"78,753",BURGLARY OF VEHICLE           ,Theft
2827,"78,701",BURGLARY OF VEHICLE           ,Theft
2828,"78,744",BURGLARY OF VEHICLE           ,Theft
2829,"78,702",BURGLARY OF VEHICLE           ,Theft
2830,"78,702",BURGLARY OF VEHICLE           ,Theft
2831,"78,617",THEFT FROM AUTO               ,Theft
2832,"78,702",BURGLARY OF VEHICLE           ,Theft
2833,"78,745",THEFT FROM AUTO               ,Theft
2834,"78,758",BURGLARY OF VEHICLE           ,Theft
2835,"78,702",BURGLARY OF VEHICLE           ,Theft
2836,"78,753",BURGLARY OF VEHICLE           ,Theft
2837,"78,613",BURGLARY OF VEHICLE           ,Theft
2838,"78,722",BURGLARY OF VEHICLE           ,Theft
2839,"78,744",THEFT FROM AUTO               ,Theft
2840,"78,723",BURGLARY OF VEHICLE           ,Theft
2841,"78,660",BURGLARY OF VEHICLE           ,Theft
2842,"78,750",BURGLARY OF VEHICLE           ,Theft
2843,"78,660",BURGLARY OF VEHICLE           ,Theft
2844,"78,753",BURGLARY OF VEHICLE           ,Theft
2845,"78,729",BURGLARY OF VEHICLE           ,Theft
2846,"78,752",BURGLARY OF VEHICLE           ,Theft
2847,"78,702",BURGLARY OF VEHICLE           ,Theft
2848,"78,744",BURGLARY OF VEHICLE           ,Theft
2849,"78,702",BURGLARY OF VEHICLE           ,Theft
2850,"78,730",BURGLARY OF VEHICLE           ,Theft
2851,"78,702",BURGLARY OF VEHICLE           ,Theft
2852,"78,702",BURGLARY OF VEHICLE           ,Theft
2853,"78,702",BURGLARY OF VEHICLE           ,Theft
2854,"78,752",BURGLARY OF VEHICLE           ,Theft
2855,"78,753",BURGLARY OF VEHICLE           ,Theft
2856,"78,748",BURGLARY OF VEHICLE           ,Theft
2857,"78,660",BURGLARY OF VEHICLE           ,Theft
2858,"78,754",BURGLARY OF VEHICLE           ,Theft
2859,"78,745",BURGLARY OF VEHICLE           ,Theft
2860,"78,729",BURGLARY OF VEHICLE           ,Theft
2861,,BURGLARY OF VEHICLE           ,Theft
2862,"78,704",THEFT FROM AUTO               ,Theft
2863,"78,752",BURGLARY OF VEHICLE           ,Theft
2864,"78,702",THEFT FROM AUTO               ,Theft
2865,"78,744",BURGLARY OF VEHICLE           ,Theft
2866,"78,741",BURGLARY OF VEHICLE           ,Theft
2867,"78,753",BURGLARY OF VEHICLE           ,Theft
2868,"78,753",BURGLARY OF VEHICLE           ,Theft
2869,"78,617",BURGLARY OF VEHICLE           ,Theft
2870,"78,753",BURGLARY OF VEHICLE           ,Theft
2871,"78,613",BURGLARY OF VEHICLE           ,Theft
2872,"78,702",BURGLARY OF VEHICLE           ,Theft
2873,"78,753",BURGLARY OF VEHICLE           ,Theft
2874,"78,753",BURGLARY OF VEHICLE           ,Theft
2875,"78,702",BURGLARY OF VEHICLE           ,Theft
2876,"78,745",BURGLARY OF VEHICLE           ,Theft
2877,"78,753",BURGLARY OF VEHICLE           ,Theft
2878,"78,701",BURGLARY OF VEHICLE           ,Theft
2879,"78,753",BURGLARY OF VEHICLE           ,Theft
2880,"78,613",BURGLARY OF VEHICLE           ,Theft
2881,"78,753",BURGLARY OF VEHICLE           ,Theft
2882,"78,729",BURGLARY OF VEHICLE           ,Theft
2883,"78,613",BURGLARY OF VEHICLE           ,Theft
2884,"78,660",BURGLARY OF VEHICLE           ,Theft
2885,"78,724",BURGLARY OF VEHICLE           ,Theft
2886,"78,753",BURGLARY OF VEHICLE           ,Theft
2887,"78,729",BURGLARY OF VEHICLE           ,Theft
2888,"78,744",BURGLARY OF VEHICLE           ,Theft
2889,"78,744",BURGLARY OF VEHICLE           ,Theft
2890,"78,735",THEFT FROM AUTO               ,Theft
2891,"78,752",THEFT FROM AUTO               ,Theft
2892,"78,747",BURGLARY OF VEHICLE           ,Theft
2893,"78,753",BURGLARY OF VEHICLE           ,Theft
2894,"78,753",BURGLARY OF VEHICLE           ,Theft
2895,"78,705",BURGLARY OF VEHICLE           ,Theft
2896,"78,702",BURGLARY OF VEHICLE           ,Theft
2897,"78,701",BURGLARY OF VEHICLE           ,Theft
2898,"78,731",BURGLARY OF VEHICLE           ,Theft
2899,"78,701",BURGLARY OF VEHICLE           ,Theft
2900,"78,702",BURGLARY OF VEHICLE           ,Theft
2901,"78,702",BURGLARY OF VEHICLE           ,Theft
2902,"78,701",BURGLARY OF VEHICLE           ,Theft
2903,"78,701",BURGLARY OF VEHICLE           ,Theft
2905,"78,702",BURGLARY OF VEHICLE           ,Theft
2906,"78,752",BURGLARY OF VEHICLE           ,Theft
2907,"78,702",BURGLARY OF VEHICLE           ,Theft
2908,"78,753",BURGLARY OF VEHICLE           ,Theft
2909,"78,753",BURGLARY OF VEHICLE           ,Theft
2910,"78,704",BURGLARY OF VEHICLE           ,Theft
2911,"78,704",BURGLARY OF VEHICLE           ,Theft
2912,"78,723",BURGLARY OF VEHICLE           ,Theft
2913,"78,751",BURGLARY OF VEHICLE           ,Theft
2914,"78,702",BURGLARY OF VEHICLE           ,Theft
2915,"78,702",BURGLARY OF VEHICLE           ,Theft
2916,"78,752",THEFT FROM AUTO               ,Theft
2917,"78,705",BURGLARY OF VEHICLE           ,Theft
2918,"78,745",BURGLARY OF VEHICLE           ,Theft
2919,"78,752",BURGLARY OF VEHICLE           ,Theft
2920,"78,702",BURGLARY OF VEHICLE           ,Theft
2921,"78,752",BURGLARY OF VEHICLE           ,Theft
2922,"78,702",BURGLARY OF VEHICLE           ,Theft
2923,"78,753",BURGLARY OF VEHICLE           ,Theft
2924,"78,752",BURGLARY OF VEHICLE           ,Theft
2925,"78,704",BURGLARY OF VEHICLE           ,Theft
2926,"78,719",BURGLARY OF VEHICLE           ,Theft
2927,"78,741",BURGLARY OF VEHICLE           ,Theft
2928,"78,752",BURGLARY OF VEHICLE           ,Theft
2929,"78,752",BURGLARY OF VEHICLE           ,Theft
2930,"78,723",BURGLARY OF VEHICLE           ,Theft
2931,"78,701",BURGLARY OF VEHICLE           ,Theft
2932,"78,704",BURGLARY OF VEHICLE           ,Theft
2933,"78,753",BURGLARY OF VEHICLE           ,Theft
2934,,BURGLARY OF VEHICLE           ,Theft
2935,"78,702",BURGLARY OF VEHICLE           ,Theft
2936,"78,722",BURGLARY OF VEHICLE           ,Theft
2937,"78,735",THEFT FROM AUTO               ,Theft
2938,"78,741",BURGLARY OF VEHICLE           ,Theft
2939,"78,752",BURGLARY OF VEHICLE           ,Theft
2940,"78,752",BURGLARY OF VEHICLE           ,Theft
2941,"78,704",BURGLARY OF VEHICLE           ,Theft
2942,"78,702",BURGLARY OF VEHICLE           ,Theft
2943,"78,723",BURGLARY OF VEHICLE           ,Theft
2944,"78,752",BURGLARY OF VEHICLE           ,Theft
2945,"78,746",BURGLARY OF VEHICLE           ,Theft
2946,"78,741",BURGLARY OF VEHICLE           ,Theft
2947,"78,745",THEFT FROM AUTO               ,Theft
2948,"78,752",BURGLARY OF VEHICLE           ,Theft
2949,"78,704",BURGLARY OF VEHICLE           ,Theft
2950,"78,739",BURGLARY OF VEHICLE           ,Theft
2951,"78,758",BURGLARY OF VEHICLE           ,Theft
2952,"78,739",BURGLARY OF VEHICLE           ,Theft
2953,"78,744",BURGLARY OF VEHICLE           ,Theft
2954,"78,730",BURGLARY OF VEHICLE           ,Theft
2955,"78,701",BURGLARY OF VEHICLE           ,Theft
2956,"78,660",BURGLARY OF VEHICLE           ,Theft
2957,"78,750",BURGLARY OF VEHICLE           ,Theft
2958,"78,703",BURGLARY OF VEHICLE           ,Theft
2959,"78,748",BURGLARY OF VEHICLE           ,Theft
2960,"78,613",BURGLARY OF VEHICLE           ,Theft
2961,"78,729",BURGLARY OF VEHICLE           ,Theft
2962,"78,752",BURGLARY OF VEHICLE           ,Theft
2963,"78,753",BURGLARY OF VEHICLE           ,Theft
2964,"78,752",BURGLARY OF VEHICLE           ,Theft
2965,"78,617",BURGLARY OF VEHICLE           ,Theft
2966,"78,745",BURGLARY OF VEHICLE           ,Theft
2967,"78,702",BURGLARY OF VEHICLE           ,Theft
2968,"78,753",BURGLARY OF VEHICLE           ,Theft
2969,"78,723",BURGLARY OF VEHICLE           ,Theft
2970,"78,751",BURGLARY OF VEHICLE           ,Theft
2971,"78,745",BURGLARY OF VEHICLE           ,Theft
2972,"78,704",BURGLARY OF VEHICLE           ,Theft
2973,"78,741",BURGLARY OF VEHICLE           ,Theft
2974,"78,745",BURGLARY OF VEHICLE           ,Theft
2975,"78,745",BURGLARY OF VEHICLE           ,Theft
2976,"78,702",BURGLARY OF VEHICLE           ,Theft
2977,"78,701",BURGLARY OF VEHICLE           ,Theft
2978,"78,727",BURGLARY OF VEHICLE           ,Theft
2979,"78,747",BURGLARY OF VEHICLE           ,Theft
2980,"78,752",BURGLARY OF VEHICLE           ,Theft
2981,"78,704",BURGLARY OF VEHICLE           ,Theft
2982,"78,704",BURGLARY OF VEHICLE           ,Theft
2983,"78,752",BURGLARY OF VEHICLE           ,Theft
2984,"78,753",BURGLARY OF VEHICLE           ,Theft
2985,"78,730",BURGLARY OF VEHICLE           ,Theft
2986,"78,744",BURGLARY OF VEHICLE           ,Theft
2987,"78,723",BURGLARY OF VEHICLE           ,Theft
2988,"78,702",BURGLARY OF VEHICLE           ,Theft
2989,"78,746",BURGLARY OF VEHICLE           ,Theft
2990,"78,722",THEFT CATALYTIC CONVERTER     ,Theft
2991,"78,702",BURGLARY OF VEHICLE           ,Theft
2992,"78,702",BURGLARY OF VEHICLE           ,Theft
2993,"78,753",BURGLARY OF VEHICLE           ,Theft
2994,"78,702",BURGLARY OF VEHICLE           ,Theft
2995,"78,744",BURGLARY OF VEHICLE           ,Theft
2996,"78,745",BURGLARY OF VEHICLE           ,Theft
2997,"78,717",BURGLARY OF VEHICLE           ,Theft
2998,"78,701",BURGLARY OF VEHICLE           ,Theft
2999,"78,660",BURGLARY OF VEHICLE           ,Theft
3000,"78,753",BURGLARY OF VEHICLE           ,Theft
3001,"78,702",BURGLARY OF VEHICLE           ,Theft
3002,"78,729",BURGLARY OF VEHICLE           ,Theft
3003,"78,729",BURGLARY OF VEHICLE           ,Theft
3004,"78,744",BURGLARY OF VEHICLE           ,Theft
3005,"78,702",BURGLARY OF VEHICLE           ,Theft
3006,"78,753",BURGLARY OF VEHICLE           ,Theft
3007,,BURGLARY OF VEHICLE           ,Theft
3008,"78,752",BURGLARY OF VEHICLE           ,Theft
3009,"78,751",BURGLARY OF VEHICLE           ,Theft
3010,"78,617",BURGLARY OF VEHICLE           ,Theft
3011,"78,705",BURGLARY OF VEHICLE           ,Theft
3012,"78,703",BURGLARY OF VEHICLE           ,Theft
3013,"78,752",BURGLARY OF VEHICLE           ,Theft
3014,"78,704",BURGLARY OF VEHICLE           ,Theft
3015,"78,744",BURGLARY OF VEHICLE           ,Theft
3016,"78,752",BURGLARY OF VEHICLE           ,Theft
3017,"78,759",BURGLARY OF VEHICLE           ,Theft
3018,"78,741",BURGLARY OF VEHICLE           ,Theft
3019,"78,719",BURGLARY OF VEHICLE           ,Theft
3020,"78,748",BURGLARY OF VEHICLE           ,Theft
3021,"78,744",BURGLARY OF VEHICLE           ,Theft
3022,"78,702",BURGLARY OF VEHICLE           ,Theft
3023,"78,704",BURGLARY OF VEHICLE           ,Theft
3024,"78,729",BURGLARY OF VEHICLE           ,Theft
3025,"78,753",BURGLARY OF VEHICLE           ,Theft
3026,"78,752",BURGLARY OF VEHICLE           ,Theft
3027,"78,731",BURGLARY OF VEHICLE           ,Theft
3028,"78,753",BURGLARY OF VEHICLE           ,Theft
3029,"78,702",BURGLARY OF VEHICLE           ,Theft
3030,"78,729",BURGLARY OF VEHICLE           ,Theft
3031,"78,717",BURGLARY OF VEHICLE           ,Theft
3032,"78,724",BURGLARY OF VEHICLE           ,Theft
3033,"78,702",BURGLARY OF VEHICLE           ,Theft
3034,"78,753",BURGLARY OF VEHICLE           ,Theft
3035,"78,752",BURGLARY OF VEHICLE           ,Theft
3036,"78,745",BURGLARY OF VEHICLE           ,Theft
3037,"78,753",BURGLARY OF VEHICLE           ,Theft
3038,"78,753",BURGLARY OF VEHICLE           ,Theft
3039,,THEFT FROM AUTO               ,Theft
3040,"78,735",THEFT FROM AUTO               ,Theft
3041,"78,704",BURGLARY OF VEHICLE           ,Theft
3042,"78,704",BURGLARY OF VEHICLE           ,Theft
3043,"78,748",BURGLARY OF VEHICLE           ,Theft
3044,"78,729",BURGLARY OF VEHICLE           ,Theft
3045,"78,729",BURGLARY OF VEHICLE           ,Theft
3046,"78,752",THEFT FROM AUTO               ,Theft
3047,"78,702",BURGLARY OF VEHICLE           ,Theft
3048,"78,753",BURGLARY OF VEHICLE           ,Theft
3049,"78,703",BURGLARY OF VEHICLE           ,Theft
3050,"78,744",BURGLARY OF VEHICLE           ,Theft
3051,"78,703",BURGLARY OF VEHICLE           ,Theft
3052,"78,729",BURGLARY OF VEHICLE           ,Theft
3053,"78,742",BURGLARY OF VEHICLE           ,Theft
3054,"78,729",BURGLARY OF VEHICLE           ,Theft
3055,"78,613",BURGLARY OF VEHICLE           ,Theft
3056,"78,748",BURGLARY OF VEHICLE           ,Theft
3057,"78,723",BURGLARY OF VEHICLE           ,Theft
3058,"78,729",BURGLARY OF VEHICLE           ,Theft
3059,"78,729",BURGLARY OF VEHICLE           ,Theft
3060,"78,701",BURGLARY OF VEHICLE           ,Theft
3061,"78,752",BURGLARY OF VEHICLE           ,Theft
3062,"78,748",BURGLARY OF VEHICLE           ,Theft
3063,"78,730",BURGLARY OF VEHICLE           ,Theft
3064,"78,702",BURGLARY OF VEHICLE           ,Theft
3065,"78,702",BURGLARY OF VEHICLE           ,Theft
3066,"78,702",BURGLARY OF VEHICLE           ,Theft
3067,"78,729",BURGLARY OF VEHICLE           ,Theft
3068,"78,701",BURGLARY OF VEHICLE           ,Theft
3069,"78,747",BURGLARY OF VEHICLE           ,Theft
3070,"78,758",BURGLARY OF VEHICLE           ,Theft
3071,"78,752",THEFT FROM AUTO               ,Theft
3072,"78,744",BURGLARY OF VEHICLE           ,Theft
3073,"78,745",BURGLARY OF VEHICLE           ,Theft
3074,"78,753",BURGLARY OF VEHICLE           ,Theft
3075,"78,703",BURGLARY OF VEHICLE           ,Theft
3076,"78,701",BURGLARY OF VEHICLE           ,Theft
3077,"78,613",BURGLARY OF VEHICLE           ,Theft
3078,"78,744",BURGLARY OF VEHICLE           ,Theft
3079,"78,735",BURGLARY OF VEHICLE           ,Theft
3080,"78,753",BURGLARY OF VEHICLE           ,Theft
3081,"78,753",BURGLARY OF VEHICLE           ,Theft
